,fluxes,reduced_costs
EX_nh4_e,0.0,2.0
DADK,0.0,-371.7759187224474
DUTPDP_num1,0.0,281.1976415374948
EX_ddca_e,0.0,87076.77096403867
NTP5,0.0,1199.9573586807946
FORt2pp_num1,0.0,53.60566956658667
EX_r5p_e,0.0,-2.0
EX_glyc2p_e,0.0,-1.9999999999996319
MTAN,0.0,-1230.8243702896725
DPR_num1,6.739999999999524e-05,-842.8156186592587
THRD_L_num1,0.0,-240.11781297333118
EX_malt_e,0.0,-2.0
4PEPTtex_num1,0.0,2.0
NAMNPP,0.0,-1175.1798817022154
EX_pnto__R_e,0.0,4193607.2350146407
SELNPS,0.0,736.6583623501865
CRNCAR,0.0,-35.033373637662095
GALabcpp_num1,0.0,3452.7004479655334
GLYCLTt2rpp_num1,0.0,2.0
GUAt2pp,0.0,53.60566956658667
HPPPNt2rpp,0.0,-2.0
ANHMK,0.0,-432.04310028818685
DHFR_num1,0.0,-132.62446235936306
EX_cit_e,0.0,1991.6474793656096
PRAIi,0.0056843,-656.2317614170706
TYRTA_num1,0.0,2019.329684418245
SHKK_num1,0.0,-74.87697853818636
EX_gam_e,0.0,8388.393087226468
EX_inost_e,0.0,-2.0
EX_mobd_e,0.0,2.0
EX_so4_e,0.0,2.0
SADH,0.0,-376.0630916455706
GLUSy,0.0,1840.5218120925601
GUAPRT_num1,0.0,5371.8637007490015
EX_phe__L_e,0.0,5663.841852006385
EX_thr__L_e,0.0,5369.72313768739
EX_uri_e,0.0,10070.557738235679
PDH,0.3981665906398386,-305.45230471343706
DMSOR2pp,0.0,-342.5445916673634
H2St1pp,0.0,11709.617957857758
HYD3pp_num1,0.0,4836.773645176938
NO3R1pp_num1,0.0,392.90931186667103
EX_halipa_e,0.0,0.0
AACPS5,0.0,-2287.72069471159
MANptspp,0.0,509.3092184020567
EX_cmp_e,0.0,9173.169765978611
NTD8_num1,0.0,-363.7670096607218
GALCTD,0.0,-185.98423192099546
EX_malthx_e,0.0,726.4404514325637
MLTG4,0.0,1723.8103163148035
UDPGDC,0.0,-10171.469912866101
PUNP4_num1,0.0,-335.01203474286194
AMAOTr,2e-07,-6257228.476445066
EX_csn_e,0.0,2271.252345964833
EX_etoh_e,0.0,-2.0
EX_his__L_e,0.0,30701.217464962443
EX_k_e,0.0,2.0
EX_na1_e,0.0,2.0
ARGORNt7pp,0.0,2.0
EX_dmso_e,0.0,0.0
EX_12ppd__S_e,0.0,-2.0
EX_pppn_e,0.0,-2.0
EX_acgam1p_e,0.0,21519.102375870738
NTD11pp_num1,0.0,-898.2354388174608
EX_galt_e,0.0,-1.9999999999996971
DKGLCNR2x,0.0,-881.2566536668655
ACGS,0.0295792,-87.56634445250707
PDE1_num1,0.0,226.36402743933297
MCITD,0.0,9286.158193681797
CU2tex_num1,7.09e-05,-2.0
GLCATr,0.0,-1380.1984916082583
FECRMUtex,0.0,601.5316808495229
ALAALAr_num1,0.0027788,-529.4409459274534
CLtex_num1,0.0005205,-2.0
CELBpts_num1,0.0,-2.0
ACACT1r_num1,0.0,624.3719844911247
MALTptspp,0.0,205.16521861285602
EX_glcur1p_e,0.0,6.0
EX_thrp_e,0.0,3192.1088503390242
EX_pydxn_e,0.0,-2.0
CD2abcpp,0.0,245.7621632620795
G2PPpp_num1,0.0,634.6790818200077
Kt3pp_num1,0.0,105.21133913317334
AGM3PApp_num1,0.0,-168.35575376213455
SUCOAS,0.052495799999999995,-1185.668434694855
NTP1_num1,0.0,791.4686502252316
GALKr,0.0,-224.3725464611743
PANTS,6.739999999999524e-05,-208844.44831820336
YUMPS,0.0,1710.4786739344322
DHQS,0.03811190000000001,-34.946312649694036
PGCD,0.16631799999999808,-585.9533643453269
EX_cys__L_e,0.0,15470.515919102389
EX_gsn_e,0.0,28877.202059431904
EX_orot_e,0.0,5998.336553298556
ADSL1r,0.029930399999998053,-1364.6740655942522
SERD_D,0.0,3152.3932094680035
AICART,0.05425319999999806,-380.9133208448893
FRUpts2pp,0.0,-2.0
G6Pt6_2pp,0.0,-2.0
PROtex_num1,0.0,-2.0
SBTtex_num1,0.0,2.0
PFK_num1,0.0,0.2691266007660431
PGM_num1,0.0,194.8803926677517
TPI,0.8732058093414163,-51.51894936391841
RPI_num1,0.0,333.9450398149431
PERD,0.0,-273418.57713532733
PYDAMK,0.0,1826.0986901666038
AKGtex_num1,0.0,-2.0
ALLTNtex_num1,0.0,2.0
ASNtex_num1,0.0,-2.0
FE3HOXabcpp,0.0,-1.9999999999999574
FADRx2,0.0,2362.471697261546
EX_o2_e,0.0,2.0
EX_gal_bD_e,0.0,1496.1050476654136
PDE4,0.0,-664.080765148914
AGM4PH,0.0,-136.9091767833488
AM4PA,0.0,-237.91773297387226
EX_dump_e,0.0,11699.680459375511
EX_o2s_e,0.0,-2.0
EX_gal1p_e,0.0,978.4647224446968
EX_dcmp_e,0.0,11160.347949616915
EX_23ccmp_e,0.0,9508.872870012287
EX_3cmp_e,0.0,10208.597324541388
ATHRDHr,0.0,-1921.6835418944484
LSERDHr,0.0,-1838.014010471723
DSERDHr,0.0,-1639.734426508012
EX_skm_e,0.0,1506.1881834086682
EX_ag_e,0.0,0.0
EX_cys__D_e,0.0,10305.486615467504
EX_acser_e,0.0,0.0
EX_cu_e,0.0,-1.9999999999999853
EX_arbtn_e,0.0,-2.000000000001819
EX_dopa_e,0.0,-2.0
EX_hom__L_e,0.0,0.0
OBTFL_num1,0.0,5932.282660769764
THRt2pp_num1,0.0,101.21133913317325
EX_LalaDgluMdapDala_e,0.0,23526.54364743201
EX_LalaDgluMdap_e,0.0,18726.58263488672
EX_anhgm_e,0.0,37182.35033323859
EX_fald_e,0.0,-1.999999999999802
G6PP_num1,0.0,806.0736412481832
MMCD,0.0,-1813.7186188153773
GLNS,0.1566456999999961,-43.207717138093315
TYMtex_num1,0.0,-2.0
GTHS,0.0,-795.5707104467947
EX_g3pe_e,0.0,5396.677121904839
EX_pacald_e,0.0,-2.0
CMPtex_num1,0.0,-2.0
DUMPtex_num1,0.0,-2.0
XMPtex_num1,0.0,-2.0
3PEPTtex_num1,0.0,-2.0
ANHGMtex_num1,0.0,-2.0
UDPKAAT,0.0,-916.0365402069874
ULA4NFT,0.0,-7425.08199201237
UPLA4FNT,0.0,-268.9959885901699
UPLA4FNF,0.0,-12.202041553108415
ULA4Ntppi,0.0,-171.59721176326573
HEPT1,0.0,-819.5202070264277
FALDtex_num1,0.0,2.0
ALR2_num1,0.0,186.73260656498667
AMALT2,0.0,1011.6400538950231
MLTP1,0.0,642.8946273965348
HEPT2,0.0,-859.2243143526157
CYSDtex_num1,0.0,-2.0
CYSDabcpp,0.0,-1.9999999999999574
HXAND,0.024322800000000006,-480.02291748474266
EX_acgal_e,0.0,-2.0
EX_so2_e,0.0,0.0
EX_dms_e,0.0,-2.0
G3PItex_num1,0.0,-2.0
G3PGtex_num1,0.0,-2.0
G3PEtex_num1,0.0,-2.0
G3PCtex_num1,0.0,-2.0
MOAT3C,0.0,-706.0497707047161
RHAT1,0.0,-259.0298050973342
GLCabcpp,0.0,192.1564936954929
GALT1,0.0,-104.16918013732352
GLCTR2,0.0,-617.8833084709477
UDPGPpp,0.0,-1037.4199442644158
EX_acgal1p_e,0.0,0.0
EX_cyan_e,0.0,0.0
EX_tyrp_e,0.0,128.81558586724896
EX_uacgam_e,0.0,28104.895498195117
EX_udpacgal_e,0.0,6975.171808613099
EX_udpg_e,0.0,6988.685841782721
EX_udpgal_e,0.0,8126.534975720742
EX_udpglcur_e,0.0,7055.81380457098
EX_14glucan_e,0.0,-2.0
EX_pser__L_e,0.0,373.2276911370593
EX_aso3_e,0.0,0.0
EX_tcynt_e,0.0,0.0
EX_fe3dhbzs_e,0.0,0.0
PPPGO,2.23e-05,-2039.9227702561766
EX_feoxam_un_e,0.0,0.0
EX_g3pc_e,0.0,-2.0
EX_g3pg_e,0.0,391.36128058584666
EX_g3pi_e,0.0,-2.0
EX_g3ps_e,0.0,2376.0683926401507
EX_peamn_e,0.0,-2.0
EX_34dhpac_e,0.0,-2.0
DAMPtex_num1,0.0,-2.0
DCMPtex_num1,0.0,-2.0
DGMPtex_num1,0.0,-2.0
DTMPtex_num1,0.0,-2.0
GMPtex_num1,0.0,-2.0
IMPtex_num1,0.0,-2.0
UMPtex_num1,0.0,-2.0
G1Ptex_num1,0.0,2.0
ADNK1,0.0,196102.27756195693
CUt3,0.0,49.60566956658667
ZN2t3pp_num1,0.0,53.60566956658667
SKMtex_num1,0.0,-2.0
MNt2pp,0.0,49.60566956658667
MNtex_num1,6.91e-05,-2.0
GAL1Ptex_num1,0.0,-2.0
O2Stex_num1,0.0,2.0
HEPK1,0.0,-352.2160422685028
HEPT3,0.0,-413.25670769210586
HEPK2,0.0,-253.2048935380571
ALDD3y_num1,0.0,176.17059899291073
R5PP_num1,0.0,1319.5872027331204
EX_xmp_e,0.0,19960.332594946627
EX_damp_e,0.0,29348.85978881563
CYSSADS_num1,0.0,-1565.454951821625
EX_dimp_e,0.0,29645.271960209313
CPPPGO2,0.0,1266263.8769904976
EX_isetac_e,0.0,-1.9999999998983773
AGM3PH,0.0,517.1714506394637
HOMt2pp_num1,0.0,3556.4507862827604
HOMtex_num1,0.0,0.0
SO2tex_num1,0.0,0.0
SO2tpp,0.0,0.0
LDH_D2,0.0,1129.8779515277865
SHCHF,2.23e-05,-19422.604105612958
SUCBZL,0.0,-2963.661664987454
CYSDDS,0.0,-606.9874243473805
CYStpp_num1,0.0,247.7621632620794
ACSERtpp_num1,0.0,3344.647477944556
ACSERtex_num1,0.0,0.0
LALDO3,0.0,-2.0000000000054996
NTP10_num1,0.0,1671.509082653336
PRAIS,0.04480169999999806,-489.1685099705609
GDMANE,0.0,-134.28656252141354
GPDDA4,0.0,-703.2511219228243
LPLIPAL2E140,0.0,-780.7296843508266
LPLIPAL2E180,0.0,-435.53570351698767
LPLIPAL2G161,0.0,2106.089513098832
LPLIPAL2G181,0.0,8777.364786179514
2AGPE120tipp,0.0,-2.0
AACPS6,0.0,-1258.3290959830156
AACPS7,0.0,2364.159877734659
G3PGabcpp,0.0,1034.4899377729125
G3PIabcpp,0.0,1707.4810190809803
G3PSabcpp,0.0,330.07425719124524
QMO2,0.0,607.1509420876948
QMO3,0.0,224.82125664021459
LPLIPAL2E141,0.0,-999.2499416270166
LPLIPAL2E161,0.0,-881.604524979457
LPLIPAL2E181,0.0,-999.2498467486184
LPLIPAL2G180,0.0,659.6711882591771
LPLIPAL2G141,0.0,-304.6319122409222
2AGPA120tipp,0.0,-2.0
2AGPG180tipp,0.0,488.7390823086755
IPDDI,2.780000000000022e-05,-295.40007528510614
2AGPGAT180,0.0,2948.3407504367387
2AGPGAT181,0.0,-740.6932060358267
LPLIPAL2ATG120,0.0,248597.21301562767
PLIPA1E140pp,0.0,-1698.9426094711162
PLIPA1E160pp,0.0,5550.192878973379
PLIPA1E161pp,0.0,4507.125647031746
AACPS8,0.0,-1103.411472945776
AACPS9,0.0,-2287.721175577548
HXCT,0.0,821.1856385092251
2AGPEAT160,0.0,-231.02065619707355
DURADx,0.0,-1113.6157976047198
ECOAH7_num1,0.0,-497.35941146640107
G1PPpp_num1,0.0,612.2999062753767
GALCTND,0.0,-497.5258954330105
GCALDD,4.460000000000862e-05,-690988.800337139
HISTP,0.009473800000000001,-1403.127797958292
LDH_D,0.0,562.2494624853134
AMALT4,0.0,1130.0422492844145
NTD11_num1,0.0,-611.7188644349444
ORNDC_num1,0.0,9274.729743912409
UPP3MT,2.23e-05,-2515.9974234295078
KAS15,0.03558799999999999,-725.3414290352575
ALAALAtex_num1,0.0,2.0
FACOAL181t2pp_num1,0.0,33.98846499962747
T2DECAI,0.015042800000000002,-972.6368369616393
3OAS161,0.015042800000000002,-2182.501464546329
EAR141y,0.0,-834.3684511480496
EAR161x,0.0,-2720.5896215368957
DASYN160,0.0063814,-33.49873968548766
DASYN161,0.007521400000000001,-28.652779731960457
DASYN181,0.0,-781.5714272023788
CDAPPA161,0.0,2036.0820108877524
PGSA180,0.0,4561.300231840553
PSSA140,0.0,-676.5616756610088
2AGPGAT141,0.0,11237.836458852915
FACOAE180,0.0,-680.6217901799046
FACOAE100,0.0,-206.40649995339658
FACOAE80,0.0,23891.505841868155
FACOAE60,0.0,3217.8150549839884
PLIPA1E120pp,0.0,1380.8793258198566
MALtex_num1,0.0,-2.0
NO3tex_num1,0.0,-2.0
3OAS141,0.015042800000000002,-2182.499734077346
3OAR121,0.015042800000000002,-2617.8222204453978
CFAS160G,0.0,2416536.628275147
URAt2pp_num1,0.0,-1.9999999999999574
FACOAE141,0.0,-1380.8349317548946
FACOAE161,0.0,2103.781136103131
TTDCEAtexi,0.0,-2.0
HDCEAtexi,0.0,-2.0
ALAALAD,0.0,1538.665571645764
2AGPEAT180,0.0,-850.568211030095
2AGPEAT181,0.0,-902.6305900475309
2AGPGAT140,0.0,5006.807087081201
PLIPA1E181pp,0.0,-198.43407030234812
PLIPA1G180pp,0.0,-1472.561947906755
PLIPA1G181pp,0.0,-527.9658757052239
ALAALAabcpp_num1,0.0,-1.9999999999999574
HEXt2rpp,0.0,-2.0
G3PEabcpp,0.0,-2.0000000000199663
G3PCabcpp,0.0,736.7577104718185
2AGPGAT161,0.0,-1992.7154654060178
AMPTASEPG_num1,0.0,1054.1544893954488
PROGLYabcpp,0.0,-1.9999999999999574
GTHRDabcpp,0.0,493.52432652415894
2AGPG140tipp,0.0,-2.0
2AGPG160tipp,0.0,-2.0
2AGPG141tipp,0.0,-2.0
2AGPG161tipp,0.0,-2.0
2AGPG181tipp,0.0,-2.0
2AGPEAT140,0.0,-571.7014089760451
2AGPEAT120,0.0,-1117.530271584841
2AGPEAT161,0.0,-1136.693585801364
2AGPEAT141,0.0,10274.820796501743
2AGPGAT160,0.0,-1991.9882302908554
LPLIPAL2ATG140,0.0,-629.4085818334861
LPLIPAL2ATG141,0.0,878.4729643076571
LPLIPAL2ATG160,0.0,-227.25681540567894
LPLIPAL2ATG180,0.0,-650.457332517348
LPLIPAL2ATG161,0.0,370331.0983292138
LPLIPAL2ATG181,0.0,8427.674300475308
CLPNS180pp_num1,0.0,-531.5931835811165
CLPNS181pp_num1,0.0,2771.4108406176906
PG161abcpp,0.0,6601.344517415819
PGP120abcpp,0.0,-2.0000000000035953
PGP161abcpp,0.0,6660.9285303708675
PGP181abcpp,0.0,489.215239416597
PA120abcpp,0.0,2479.181319511459
PLIPA1G120pp,0.0,-37.28950574279588
CLPNS120pp_num1,0.0,-417.13520123152125
ALPATE160pp,0.0,125878.26357997014
ALPATG160pp,0.0,128892.31579502947
2AGPGAT120,0.0,285.8291434020575
LPLIPAL2ATE120,0.0,248599.17723821895
LPLIPAL2ATE140,0.0,-948.8233860518249
LPLIPAL2ATE160,0.0,6639.68926583834
LPLIPAL2ATE180,0.0,-955.516518335086
LPLIPAL2ATE141,0.0,-385.83332810043976
LPLIPAL2ATE161,0.0,367488.14074873074
LPLIPAL2ATE181,0.0,-951.3686717949695
FACOAL141t2pp_num1,0.0,-782.6046066832914
FACOAL161t2pp_num1,0.0,31.72109925901532
PA160abcpp,0.0,4022.3277988755945
PA181abcpp,0.0,-2.0000000000035953
12DGR141tipp,0.0,-2.0
PGPP140pp_num1,0.0,-487.8882374026871
PGPP141pp_num1,0.0,-266.00266421165725
PGPP160pp_num1,0.0,-433.71849388100964
PGPP180pp_num1,0.0,-487.17699597013944
CLPNH141pp,0.0,-2.0
CLPNH160pp,0.0,-2.0000000000727596
CLPNH161pp,0.0,-2.0
CLPNH181pp,0.0,2629.7342322170734
PLIPA1E180pp,0.0,-1424.8508031608512
PLIPA1G140pp,0.0,-1693.2973052442248
PLIPA1G161pp,0.0,9.065880598471267
CLPNS160pp_num1,0.0,-340.48070187738927
CLPNS161pp_num1,0.0,-403.33856424940177
PG160abcpp,0.0,-2.0000000000035953
PGP140abcpp,0.0,93.97753976718386
PAPA120pp,0.0,-446.4701622710563
PAPA140pp,0.0,-729.4525341887784
PAPA141pp,0.0,-386.8550572241511
PAPA160pp,0.0,-732.8521304262104
PAPA161pp,0.0,-467.85352253237215
PAPA180pp,0.0,-182.71210049729865
HPYRI,0.0,-280.5098473773971
FE3HOXUtex,0.0,601.5316808495229
TPRDCOAS,0.0,5223531.17604365
ACGAM1PPpp,0.0,-2.0
EX_dgmp_e,0.0,29713.44773891644
GAMptspp,0.0,-1.9999999999999005
GSNt2pp,0.0,-1.9999999999999574
EX_4hoxpacd_e,0.0,-2.0
GSNtex_num1,0.0,-2.0
FORtex_num1,0.0,-2.0
D_LACt2pp_num1,0.0,2.0
RIBtex_num1,0.0,2.0
FLVRx,0.0,600.0060710644648
THMtex_num1,0.0,-2.0
XYLUtex_num1,0.0,-2.0
EX_manglyc_e,0.0,-2.0
ALLtex_num1,0.0,-2.0
GGPTRCO,0.0,-191.87074837141768
EX_metsox_R__L_e,0.0,32201.549988103194
34dhpactex_num1,0.0,-2.0
MALTHXtexi,0.0,-2.0
12PPDStpp,0.0,2.0
HYD1pp_num1,0.0,-10.202876809829561
EX_cl_e,0.0,2.0
FE3DHBZStonex_num1,0.0,51.60566956658667
AACTOOR,0.0,5668.924052131322
H2tpp,0.0,-2.0
23DAPPAtex_num1,0.0,2.0
ECAP3pp,0.0,-597.7201794156572
FEOXAMtonex,0.0,721.6784190762812
FMNRx_num1,0.0,-104.6476103292481
EX_3hpppn_e,0.0,-2.0
EX_man6p_e,0.0,-2.0
EX_tsul_e,0.0,0.0
PHEt2rpp_num1,0.0,-1.9999999999999574
DHBS,0.0,-1349.8078576354856
EX_n2o_e,0.0,-2.0
MDDCP1pp_num1,0.0,621.1195946118346
GUI2,0.0,-370.6517029762835
OMBZLM,0.0,-179.3438483001318
EX_maltttr_e,0.0,-2.0
GLYCK,0.0,586.271952402769
MLTG5,0.0,-322.1416705198308
GPDDA3,0.0,-406.16178717699535
2DOXG6PP_num1,0.0,-556.9141546913083
OXAMTC,0.0,3370.654259431751
UDCPPtppi,0.0,-2.0
AGMH,0.0,-511.57289758920706
MPTG_num1,0.0,-899.1092005320023
MPTG2_num1,0.0,1758.602248049032
MCTP1App_num1,0.0013894,-1274.6207354383207
MCTP2App_num1,0.0,-433.95422702525366
MCTP1Bpp_num1,0.0,725.6045965570283
MELIBt3ipp,0.0,105.21133913317334
EX_lipoate_e,0.0,0.0
EX_pydx_e,0.0,-2.0
EX_g1p_e,0.0,-2.0
GLCtex_copy2_num1,0.0,-2.0
NAt3pp_num1,0.0,4.0
SFGTHi_num1,0.0,223.0921160944746
DHORDfum,0.0330795,-1.9999999999995453
K2L4Aabcpp,0.0019456000000000002,-1.9999999999890434
DSBCGT,0.0,40676.42261839287
DSBGGT,0.0,40402.984866804545
DHNAOT4,0.0,-281.10906418979545
AMPMS2,2.23e-05,-668974.4896784252
DM_oxam_c,0.0,-2.0
THIORDXi_num1,0.0,1753.2267384370166
PPPGO3,0.0,42659.734130652854
PDX5POi,0.0,112575.40904235549
PDX5PO2,2.23e-05,-1.9999999998835847
PLIPA1A181pp,0.0,-1693.2977272133212
LPLIPAL2A141,0.0,-999.24711158341
HG2t3pp,0.0,51.60566956658667
CYTBO3_4pp,6.831870621224247,-18.6850522415982
EAR141x,0.015042800000000002,-1791.177736181
EAR181x,0.0,12404.592560270194
EAR181y,0.0,12794.309296351177
G3PAT141,0.0,10401.887037764453
G3PAT181,0.0,8176.1210608035
DASYN140,0.0,-309.6334077814709
DASYN180,0.0,-435.2183017867674
DASYN141,0.0,2090.266081836491
CDAPPA160,0.0,1591.1762197544306
CDAPPA141,0.0,-227.20229286021632
PGSA141,0.0,4810.973711922698
EX_alaala_e,0.0,3986.7631028200867
EX_dtmp_e,0.0,13960.122943954357
5DOAN,2.25e-05,-321933.4442180582
DM_5drib_c,2.25e-05,-2.0
MINOHPtexi,0.0,-2.0
12PPDRtpp,0.0,2.0
FACOAE120,0.0,-386.1439634858779
3OAR120,0.020545199999999986,-2617.821397983387
3HAD80_num1,0.03558799999999999,-972.6388658449723
3HAD120_num1,0.0,671.4293917467876
EAR180x,0.0,-2060.6570572382243
SO4t2pp,0.025181999999999996,-2.0
EAR180y,0.0,-1347.507842289484
AGPAT120,0.0,-546.8162177717531
PGPP120_num1,0.0,205.2725969150523
DAGK120,0.0,-520.5554994393005
PSSA180,0.0,-558.1730288413819
PSSA161,0.007521400000000001,-195.88321582104066
PSSA141,0.0,2082.105758901718
PSD160,0.0063814,-356.4864073267145
PSD161,0.007521400000000001,-302.64037079230735
PSD180,0.0,-776.5319700022801
COLIPAabcpp,0.0,-3116.897933479693
PLIPA2A140pp,0.0,-1695.464873139128
PLIPA2A141pp,0.0,5263.090872609035
PLIPA2A180pp,0.0,972.3978762501529
GAM6Pt6_2pp,0.0,-1.9999999999999147
PPALtex_num1,0.0,-2.0
CA2tex_num1,0.0005205,-2.0
CUtex_num1,0.0,2.0
CU1Opp,0.0,293.019429226353
SUCDi,0.0,58.44426038774958
LPLIPAL1E141pp,0.0,-2341.7086172897034
LALDO2x,0.0,371.92008687976704
12PPDRtex_num1,0.0,2.0
LPLIPAL1E160pp,0.0,-1499.4499018373099
LPLIPAL1E180pp,0.0,-2419.4653866730937
LPLIPAL1E181pp,0.0,-2419.4669522210534
LPLIPAL1G160pp,0.0,-2307.51288547476
LPLIPAL1G161pp,0.0,-1462.4719988374654
LPLIPAL1G120pp,0.0,-2342.117409894592
PLIPA2E140pp,0.0,1384.936397315767
PLIPA2E160pp,0.0,16209.316800134344
PLIPA2A161pp,0.0,3716.1183658486334
PLIPA2A181pp,0.0,-1308.0337397507246
F6Ptex_num1,0.0,-2.0
GAMAN6Ptex_num1,0.0,-2.0
ALR4x,0.0,-494.601959569929
LPLIPAL1G141pp,0.0,-2419.4656448139813
LPLIPAL1G180pp,0.0,-1580.8267839782245
LPLIPAL1G181pp,0.0,6075.336101441273
ACONIs,0.0,-2.0
ACONTb_num1,0.10751919999999995,-437.2748545444042
GLCP2_num1,0.0,-169.98402314916228
F6Pt6_2pp,0.0,-2.0
PPALtpp,0.0,-2.0
PLIPA2E141pp,0.0,5834.702009541725
PLIPA2E181pp,0.0,-1698.9402168503148
PLIPA2G140pp,0.0,1215.176805796007
3HAD161_num1,0.015042800000000002,-972.6391632093455
PLIPA2G160pp,0.0,13569.01562664959
PLIPA2G181pp,0.0,-1698.9031266448947
ASNS1,0.0,2512.0637996999358
EAR80y,0.0,-836.6277539101247
EAR120y,0.0,-550.5981965024803
3OAR181,0.0,-1433.5644271229303
3HAD121_num1,0.015042800000000002,-972.6379393046955
EAR121y,0.0,-993.8867760668181
GTHRDHpp,0.0,-197.64758934977908
PROGLYtex_num1,0.0,-2.0
EX_progly_e,0.0,9234.595663688582
MDDCP2pp_num1,0.0,-324.7527732708227
MDDCP3pp_num1,0.0,-323.4270209982392
EAR140x,0.012762799999999984,-1434.9992118360879
EAR40y,0.0,398.29571205955654
3OAS181,0.0,3299.772010553792
EAR161y,0.015042800000000002,-2826.966949369924
G3PAT140,0.0,14169.72853814228
G3PAT160,0.0,-474.7319607892977
G3PAT161,0.0,-552.4567007537526
AGPAT160,0.0063814,-15.34191155602457
CDAPPA140,0.0,2669.3302423383284
MLDCP1App_num1,0.0,-605.5618481586589
EAR160y,0.012762799999999984,-2853.5736698573073
EAR100y,0.0,-1210.6771994502305
3OAR141,0.015042800000000002,-2617.8201142534726
3OAR161,0.015042800000000002,-2617.8140663036957
3HAD141_num1,0.015042800000000002,-972.6396181653072
EAR121x,0.015042800000000002,-1883.8465290821969
PSD140,0.0,-366.0658385648331
MICITDr,0.0,-1800.756581600901
CDAPPA181,0.0,3094.6865905708255
PGSA140,0.0,8534.86917847809
LPLIPAL1A141pp,0.0,-2168.920541434675
LPLIPAL1A180pp,0.0,-2419.4684099459946
LPLIPAL1E140pp,0.0,-2342.1156170364484
LPLIPAL1E161pp,0.0,-1631.5290048192546
LPLIPAL1G140pp,0.0,-2419.4701506217025
ACONTa_num1,0.10751919999999995,-573.2966210768355
MLDCP2App_num1,0.0,2.4755662288062013
12DGR140tipp,0.0,-2.0
12DGR160tipp,0.0,-2.0
12DGR180tipp,0.0,-2.0
PGPP120pp_num1,0.0,-118.9643544110586
PGPP181pp_num1,0.0,-487.89912731788354
CLPNH120pp,0.0,-2.0
CLPNH140pp,0.0,1327.0505614000722
EX_12ppd__R_e,0.0,848.0653451450926
PGSA181,0.0,-506.2992387842136
PGPP140_num1,0.0,-467.7023023023849
PGPP141_num1,0.0,-88.80441064005947
MDDCP5pp_num1,0.0,-58.264894806820394
MLTGY3pp_num1,0.0,42.72313792254863
G3PAT180,0.0,6606.550097254123
AGPAT140,0.0,-595.3893197743673
PGSA160,0.0,7885.916566517226
MLDCP2Bpp_num1,0.0,3777.9722577852913
3OAS140_num1,0.020545199999999986,-1334.299213094555
3OAR140,0.020545199999999986,-5200.123311044057
3OAR160,0.012762799999999984,-2617.8210871158717
PGSA161,0.0,-211.9050297061225
3HAD181_num1,0.0,-540.9679903080765
PGPP160_num1,0.0,-487.85213016637687
PGPP180_num1,0.0,-267.9034746180077
PGPP161_num1,0.0,-485.9212523762745
PGPP181_num1,0.0,-137.50858019508826
CDAPPA180,0.0,2299.8198126484376
NTP12,0.0,25702.45448047745
PE141abcpp,0.0,-2.0000000000035953
PE160abcpp,0.0063814,-2.0000000000035953
PE161abcpp,0.007521400000000001,-2.0000000000035953
PSD141,0.0,-325.36901656038214
PG140abcpp,0.0,-2.0000000000035953
PG141abcpp,0.0,-2.0000000000035953
PG180abcpp,0.0,-1.9999999999999574
PG181abcpp,0.0,-2.0000000000035953
PGP141abcpp,0.0,-2.0000000000035953
PGP160abcpp,0.0,-2.0000000000035953
PGP180abcpp,0.0,492.15271227085043
PAPA181pp,0.0,-744.5007027110842
PA140abcpp,0.0,4015.53362067369
12DGR120tipp,0.0,-2.0
MDDCP4pp_num1,0.0,-728.6348788706568
CLPNS140pp_num1,0.0,-893.4873359222024
CLPNS141pp_num1,0.0,-299.98319440935165
PG120abcpp,0.0,-2.0000000000035953
PE140abcpp,0.0,5419.1105753795055
CFAS160E,0.0,2418000.2632619627
CFAS180E,0.0,2395453.851053278
CFAS180G,0.0,2399124.326913598
PAPA160,0.0,2681.751437066214
PAPA180,0.0,-457.09133046416474
PAPA181,0.0,2012.9074431350637
PETNT161pp,0.0,6367.392338168036
PSSA160,0.0063814,-234.6598590610792
PSSA181,0.0,5221.99147016861
DAGK140,0.0,-1005.749278102694
DAGK160,0.0,-1005.7467709662142
DAGK141,0.0,-1018.5564560615439
DAGK161,0.0,-524.4007292754086
AGPAT181,0.0,-93.78956981672673
MDDEP3pp_num1,0.0,2011.7908799236175
MDDEP4pp_num1,0.0,-111.92499939256231
MLTGY1pp_num1,0.0,35.28831764731876
CGLYtex_num1,0.0,-2.0
3HAD40_num1,0.03558799999999999,-664.6462733158478
PLIPA1E141pp,0.0,-1698.9436478488642
3OAS60_num1,0.0,-1414.5130992114318
3OAS160_num1,0.012762799999999984,-2182.5016823538226
3OAR60,0.03558799999999999,-1659.5486462671306
3OAR80,0.03558799999999999,-2617.8203391361803
MLDCP3App_num1,0.0,2821.7666207977945
MLDCP1Bpp_num1,0.0,3441.426409910938
2AGPE181tipp,0.0,-2.0
2AGPA140tipp,0.0,240.98544024107105
2AGPA160tipp,0.0,-2.0
2AGPA180tipp,0.0,-2.0
2AGPA141tipp,0.0,-2.0
EX_urate_e,0.0,23081.146383923
PLIPA1G160pp,0.0,9069.96374718631
PLIPA1G141pp,0.0,-1698.9409490375474
LPLIPAL2E160,0.0,5327.549182847139
LPLIPAL2G140,0.0,-570.5716192937343
LPLIPAL2G160,0.0,-916.9363642776825
2AGPE140tipp,0.0,-2.0
2AGPE160tipp,0.0,-2.0
