,kcat_MW
B_CYTK1_reverse,906.6989993999999
B_NTD9_num2,361.5260869
A_ETHAAL,146.6372002
B_AMALT3,336.26647369999995
A_PPC,9076.079166
A_FACOAE60,80.06335996
A_ECOAH3_reverse_num2,244.8774191
A_ECOAH6_num2,229.8793029
A_FORCT_reverse,1408.129367
B_O16A4Lpp,464.0365146000001
B_APPLDHr_reverse,65.60859878
A_ACOXT_reverse,120.9146993
A_DADK,643.4693539
B_GTPDPK,261.3854252
B_3HAD180_num2,92.4664825
B_MLDCP1App_num2,350.1999047
A_PGM_reverse_num1,4254.148285
B_TKT1_num2,2504.07123
A_LPLIPAL2A180,483.33841320000005
B_PGK,1984.8312050000002
B_OMBZLM,1341.6843820000001
B_ACACT3r_num1,760.6663689
A_LYXI,251.32171069999998
A_GLTPD_reverse,347.88289269999996
B_GLUCYS,424.56389630000007
B_DGUNC_num3,95.18373290000001
A_HPYRRy_num2,135.5857451
A_CYANSTpp,885.576283
A_ACOAD5f,2499.356218
B_ASPTA_reverse_num1,867.5027282
A_NADK,20.266297100000003
B_PYK6,116.1415429
A_PLIPA2E160pp,141.4153507
B_E4PP_num5,968.650275
B_URIH_num1,365.3779942
A_FEROpp_num1,167.72579009999998
B_QMO2,1066.596857
A_GALS3,269.5997659
A_MICITDr,132.2799727
B_PSP_Lpp_num2,234.90137349999998
B_NTD4pp_num3,166.9083165
A_AICART,627.9522477
A_LPLIPAL1A180pp,98.42505926
A_CPMPS,139.7921489
B_NTD9_num4,358.0296928
A_CLPNS160pp_num1,702.9631828
B_NADPHXE,397.54508119999997
A_AGM3PA,1179.085326
B_PPPGO3,5.088027588
B_2DGULRx,283.85661739999995
A_NTPP6_num2,156.30508840000002
B_NTD2pp_num3,290.6912983
B_LPLIPAL1E141pp,101.6961983
A_F1PP_num2,1448.832138
B_FACOAL140t2pp_num2,123.47427040000001
A_TRE6PP,328.26746049999997
B_NODOx,787.3785035
B_GLCP_num1,144.4191423
A_HEPT4,1582.8323460000001
A_3HAD40_num2,133.2966355
B_FACOAL60t2pp_num2,400.0274796
A_MDDEP2pp_num1,9242.86248
B_ACACT7r_num2,445.12144349999994
B_HACD4_reverse_num2,409.55361380000005
A_FBA_reverse_num1,438.4258552
B_FEENTERR4,577.9779035
A_POR5_num2,109.1657388
B_PAI2T,29.86110582
A_P5CR,409.310681
B_LDH_D_reverse,77.26057834
B_3OAR100,90.96174871
B_RHMND,79.47717255
A_FTHFD,58.83641236
A_OMMBLHXy,501.2978756
A_PYK2,134.7468604
B_LPLIPAL2ATG180,366.9315768
B_UDCPDPpp_num2,768.5022211
A_BUTCT,504.4328033
A_METSOXR1_num2,244.8198398
A_TMDK1,425.6151075
A_ASNS1,88.32647529
A_NO3R1bpp,922.9342075
A_FBP_num4,9232.304887999999
A_REPHACCOAI,674.4300494
A_LPLIPAL2A161,651.7992218999999
A_UDPGALM,15166.124619999999
B_GMAND,218.1810679
B_UDCPDP_num1,520.1829742
A_DAPE_reverse,1820.1765510000002
B_L_LACD2_num1,897.200671
B_GRXR_num4,1233.907143
A_ECOAH5_reverse_num1,404.3304603
A_ALLULPE,1087.661538
B_ANPRT,158.25581
A_NADTRHD,229.3294114
A_ADSS,125.46216650000001
A_4PCP,825.3870052999999
A_3HAD60_num1,932.9466897
A_LPLIPAL1A160pp,3317.852195
