,S_value,A,B,obj,A_glc_out,B_glc,A_xyl,B_xyl,A_c2e,T_A_value,T_B_value,B_e2c
66,138.30572227470242,66.0,34.0,4.067815361020659,661.5999369511183,461.5999369511182,200.0,0.0,2.0955412465864356,138.30572227470242,138.30572227470242,4.067815361020659
67,138.08478078511504,67.0,33.0,4.184387296518637,641.4979872830088,441.49798728300874,200.0,0.0,2.060966877389774,138.08478078511502,138.08478078511502,4.184387296518637
68,137.86383929553355,68.0,32.0,4.3082449779854235,621.3960376148223,421.3960376148223,200.0,0.0,2.0274094014049524,137.86383929553355,137.86383929553355,4.3082449779854235
69,137.64289780594584,69.0,31.0,4.440093477611156,601.2940879466365,401.2940879466365,200.0,0.0,1.9948246058833092,137.64289780594584,137.64289780594584,4.440093477611156
70,137.42195631635363,70.0,30.0,4.580731877211788,581.1921382785056,381.19213827850564,200.0,0.0,1.9631708045193363,137.42195631635363,137.42195631635363,4.580731877211788
71,137.20101482674897,71.0,29.0,4.731069476784447,561.0901886104372,361.09018861043717,200.0,0.0,1.9324086595316885,137.20101482674897,137.20101482674897,4.731069476784447
72,136.9711563290943,72.0,28.0,4.891827011753367,540.1850448774701,340.1850448774701,199.99999999999818,1.8189894035458565e-12,1.90237717123739,136.9711563290943,136.9711563290943,4.891827011753367
73,136.7332167502782,73.0,27.0,5.064193212973266,518.5520026856192,318.5520026856192,200.00000000000227,-2.2737367544323206e-12,1.8730577637024908,136.7332167502782,136.7332167502782,5.064193212973266
74,136.49524147060563,74.0,26.0,5.249816979638679,496.91574476186497,296.91574476186497,200.0,0.0,1.8445302901433251,136.49524147060563,136.49524147060563,5.249816979638679
75,136.24380589997114,75.0,25.0,5.4497522359988455,488.3535501332772,288.3535501332772,200.0,0.0,1.8165840786663239,136.24380589997114,136.24380589997114,5.4497522359988455
76,135.984290770654,76.0,24.0,5.666012115443918,487.44690234131053,287.44690234131053,200.00000000000364,-3.637978807091713e-12,1.7892669838244046,135.98429077065404,135.98429077065404,5.666012115443918
77,135.724792064851,77.0,23.0,5.901077915863087,486.5402873963704,286.5402873963704,200.0,0.0,1.762659637205843,135.724792064851,135.724792064851,5.901077915863087
78,135.46527604640863,78.0,22.0,6.157512547564029,485.63363782615227,285.63363782615227,200.0,0.0,1.7367343082872821,135.46527604640863,135.46527604640863,6.157512547564029
79,135.205744879402,79.0,21.0,6.4383688037810485,484.72695795880594,284.72695795880594,200.0,0.0,1.7114651250557245,135.20574487940203,135.20574487940203,6.4383688037810485
80,134.93448658527728,80.0,20.0,6.746724329263865,483.79682383722513,283.79682383722513,200.0,0.0,1.6866810823159994,134.93448658527728,134.93448658527728,6.746724329263865
81,134.66213409476606,81.0,19.0,7.0874807418297925,482.8645013228683,282.8645013228683,200.0,0.0,1.6624954826514795,134.66213409476606,134.66213409476606,7.0874807418297925
82,134.38978160425722,82.0,18.0,7.466098978014291,481.93217880851677,281.93217880851677,200.0,0.0,1.6388997756616845,134.38978160425725,134.38978160425725,7.4660989780142915
83,134.07091792335274,83.0,17.0,7.886524583726632,481.65434963265864,281.65434963265864,199.99999999999727,2.7284841053187847e-12,1.6153122641368327,134.07091792335274,134.07091792335274,7.886524583726632
84,133.723177113815,84.0,16.0,8.357698569613438,482.04994301614386,282.04994301614386,200.0,0.0,1.5919425846882405,133.723177113815,133.723177113815,8.357698569613438
85,133.37371702785993,85.0,15.0,8.891581135190663,482.44965318030296,282.44965318030296,200.0,0.0,1.5691025532689764,133.37371702785995,133.37371702785995,8.891581135190663
86,132.91941555025355,86.0,14.0,9.494243967875253,466.67222902401375,266.67222902401375,200.0,0.0,1.5455745994215704,132.91941555025355,132.91941555025355,9.494243967875253
87,132.42481714895857,87.0,13.0,10.186524396073736,438.5839204678855,238.5839204678855,200.0,0.0,1.5221243350455325,132.42481714895857,132.42481714895857,10.186524396073736
88,131.93021874767607,88.0,12.0,10.994184895639671,410.4956119117387,210.4956119117387,200.0,0.0,1.499207031223591,131.93021874767607,131.93021874767607,10.994184895639671
89,131.30596390807733,89.0,11.0,11.936905809825213,383.4985553499565,183.49855534995652,200.0,0.0,1.4753479090795736,131.30596390807733,131.30596390807733,11.936905809825213
90,122.59426382926152,90.0,10.0,12.259426382926152,391.54328083091923,191.54328083091923,200.0,0.0,1.3621584869918024,122.59426382926152,122.59426382926152,12.259426382926152
91,112.16578528807644,91.0,9.0,12.462865032008493,388.7508314681946,188.75083146819458,200.0,0.0,1.232591047121673,112.16578528807644,112.16578528807644,12.462865032008493
92,99.57821161426102,92.0,8.0,12.447276451782628,367.7482091850648,167.7482091850648,188.59586732817246,11.40413267182754,1.0823718653723517,99.57821161426102,99.57821161426102,12.447276451782628
93,86.99063794045536,93.0,7.0,12.427233991493623,346.7455869019289,146.7455869019289,100.71550665938791,99.28449334061209,0.9353832036607628,86.99063794045536,86.99063794045536,12.427233991493623
94,74.40325502858349,94.0,6.0,12.400542504763914,325.74323002672514,125.74323002672514,1.8189894035458565e-12,199.99999999999818,0.791523989665734,74.40325502858349,74.40325502858349,12.400542504763914
95,61.81549059280595,95.0,5.0,12.36309811856119,304.740342335644,104.74034233564402,6.821210263296962e-12,199.99999999999318,0.6506893746611695,61.81549059280595,61.81549059280595,12.36309811856119
96,49.2249004451719,96.0,4.0,12.306225111292974,283.90304975850177,83.90304975850177,0.0,200.0,0.5127593796372594,49.2249004451719,49.2249004451719,12.306225111292974
97,36.63104409690353,97.0,3.0,12.210348032301177,263.272192228302,63.272192228302,200.0,0.0,0.37763962986502975,36.63104409690353,36.63104409690353,12.210348032301177
98,24.03718774863307,98.0,2.0,12.018593874316535,242.64133469809943,42.64133469809942,25.984180748627757,174.01581925137225,0.2452774260065098,24.03718774863307,24.03718774863307,12.018593874316535
99,11.443331400362355,99.0,1.0,11.443331400362355,222.01047716789668,22.01047716789667,200.0,0.0,0.11558920606421452,11.443331400362355,11.443331400362355,11.443331400362355
