,tyr:php,AG:GD=3:1,No.0glc,No.0xyl,AG:GD=2:1,No.1glc,No.1xyl,AG:GD=1:1,No.2glc,No.2xyl,AG:GD=1:2,No.3glc,No.3xyl,No.4glc,No.4xyl
134,0.011:0.053000000000000005,0.10846608409633518,,,1.069120924836625,2.9764742005939486,6.0,1.9973354388889675,4.0214678623472775,6.0,1.9834382802471282,5.03584216520476,6.0,7.782846404499928,6.0
135,0.011:0.054,0.10846608409633518,,,1.0690751732025774,2.9764741718465038,6.0,1.9972922290123734,4.023134515592957,5.999999999999941,1.983395070370534,5.0375106512346015,6.0,7.784515834367825,6.0
136,0.011:0.055,0.10846608409633518,,,1.0690294215686436,2.9764741718465038,6.0,1.9972490191354382,4.024801140091462,6.0,1.9833518604934852,5.039179137264056,6.0,7.786185264235197,6.0
137,0.011:0.056,0.10844876373050738,,,1.0689836699347097,2.977177094978697,6.0,1.997205809258844,4.026467822084724,6.000000000000137,1.9833086506171185,5.040847623293894,6.0,7.787854694103285,6.0
138,0.011:0.057,0.10840757379878596,,,1.0689379183000938,2.978848760186763,6.0,1.9971625993827047,4.028134475329879,5.999999999998865,1.983265440740979,5.042518434276309,6.0,7.7895241239716695,6.0
139,0.011:0.058,0.1083663838666098,,,1.06889216666616,2.9805203966468836,6.0,1.9971193895061106,4.029801128575763,5.9999999999989795,1.983222230864385,5.044184595354054,6.0,7.791193553839547,6.0
140,0.011:0.059000000000000004,0.10832519393500206,,,1.068846415031885,2.9821920043602113,6.0,1.9970761796297438,4.031467781821275,5.999999999998412,1.9831790209877909,5.045853081384146,6.0,7.792862983707406,6.0
141,0.011:0.060000000000000005,0.10828400400384908,,,1.068800663398747,2.9838636408214456,6.0,1.9970329697536044,4.03313443506803,6.000000000000141,1.9831358111116515,5.047521567414469,6.0,7.794532413575778,6.0
142,0.011:0.061000000000000006,0.1082428140725824,,,1.0687549117646995,2.9855353060300054,6.0,1.9969897598770103,4.034801059566359,6.0,1.9830926012350574,5.049190053444303,6.0,7.7962018434436615,6.0
143,0.011:0.062000000000000006,0.10820162414120205,,,1.0687091601311067,2.987206942491012,6.0,1.9969465500000751,4.036467712813304,6.0,1.9830493913582359,5.050858539473775,6.0,7.797871273311239,6.0
144,0.011:0.063,0.10816043421107224,,,1.0686634084969455,2.9888785502059285,6.0,1.9969033401235947,4.038134394805692,6.000000000000464,1.9830061814816418,5.052527025503721,6.0,7.799540703179133,6.0
145,0.011:0.064,0.10811924427969188,,,1.0686176568630117,2.9905502154143697,6.0,1.9968601302466595,4.039801048051592,6.000000000000544,1.982962971604593,5.054195511533177,6.0,7.801210133046509,6.0
146,0.011:0.065,0.10807805434831153,,,1.0685719052289642,2.9922218231279336,6.0,1.9968169203700654,4.041467701297341,6.00000000000044,1.9829197617282261,5.055863997563021,6.0,7.802879562914642,6.0
147,0.011:0.066,0.10803686441693117,,,1.0685261535955988,2.993893459588914,6.0,1.9967737104938124,4.043134354543852,6.000000000001676,1.9828765518520868,5.057532483593225,6.0,7.8045489927829745,6.0
148,0.011:0.067,0.1079956744856645,,,1.0684804019621197,2.995565124797489,6.0,1.996730500617332,4.044801007790234,6.000000000002687,1.9828333419754927,5.059200969623185,6.0,7.806218422650858,6.0
149,0.011:0.068,0.10795448455428414,,,1.0684346503278448,2.997236732511039,6.0,1.9966872907407378,4.046467661035763,6.000000000002086,1.9827901320988985,5.060869455653025,6.0,7.8078878525187285,6.0
150,0.011:0.069,0.1079132946226764,,,1.0683888986928878,2.998908368971801,6.0,1.9966440808647121,4.048134314280521,6.000000000000137,1.9827469222227592,5.06253794168348,6.0,7.809557282387086,6.0
151,0.011:0.06999999999999999,0.10787210469152342,,,1.0683431470588403,3.000580005433047,6.0,1.996600870988118,4.0498009675262825,6.000000000000016,1.982703712346165,5.064206427713309,6.0,7.8112267122549595,6.0
152,0.011:0.071,0.10783091476025675,,,1.0682973954249064,3.002251641894164,6.0,1.9965576611111828,4.051467620772183,6.000000000000112,1.9826605024693436,5.065874913742766,6.0,7.812896142122563,6.0
153,0.011:0.072,0.10778972483012694,,,1.068251643790859,3.003923278356522,6.0,1.9965144512347024,4.053134274017939,6.000000000000007,1.9826172925927494,5.067543399772742,6.0,7.814568262167571,6.0
154,0.011:0.073,0.10774853489874658,,,1.068205892156925,3.005594943564948,6.0,1.996471241357881,4.05480092726382,6.000000000000125,1.9825740827157006,5.069211885802323,6.0,7.816235001857842,6.0
155,0.011:0.074,0.10770734496713885,,,1.0681601405228776,3.007266551278264,6.0,1.9964280314810594,4.056467551762174,6.0,1.9825308728393338,5.070880371831892,6.0,7.8179044317259585,6.0
156,0.011:0.075,0.10766615503598587,,,1.068114388888148,3.008938216486945,6.0,1.9963848216050337,4.058134233754629,5.999999999998494,1.9824876629631945,5.072548857862364,6.0,7.819573861594319,6.0
157,0.011:0.076,0.10762496510437813,,,1.0680686372541004,3.010609824200273,6.0,1.9963416117284396,4.059800887000364,5.999999999998381,1.9824444530866003,5.074217343892183,6.0,7.821243291462198,6.0
158,0.011:0.077,0.10758377517186091,,,1.0680228856201666,3.012281460660012,6.0,1.9962984018518455,4.061467540246266,5.999999999998462,1.9824012432100062,5.075885829922017,6.0,7.822912721330059,6.0
159,0.011:0.078,0.10754258524048055,,,1.0679771339871422,3.013953097121017,6.0,1.9962551919757061,4.063134193493147,6.000000000000411,1.9823580333338668,5.077554315952348,6.0,7.824584811030207,6.0
160,0.011:0.079,0.10750139530921388,,,1.0679313823532084,3.0156247335821535,6.0,1.996211982098771,4.064800846739027,6.000000000000507,1.982314823456818,5.079225305264016,6.0,7.82625158106579,6.0
161,0.011:0.08,0.10746020537783352,,,1.0678856307187061,3.017296370043137,6.0,1.9961687722221768,4.066467499984299,5.999999999999482,1.9822716135804512,5.0808943582719985,6.0,7.82792101093392,6.0
162,0.011:0.081,0.10741901544645316,,,1.0678398790847723,3.0189680352515675,6.0,1.99612556234581,4.0681341244827545,6.0,1.9822284037038571,5.082562265371658,6.0,7.829590440801778,6.0
163,0.011:0.082,0.10737782551530017,,,1.0677941274511795,3.020639671712819,6.0,1.9960823524687612,4.069800806476437,6.000000000000373,1.9821851938268082,5.084231330330671,6.0,7.831259870669153,6.0
164,0.011:0.08299999999999999,0.10733663558346507,,,1.0677483758172457,3.022311308173309,6.0,1.9960391425922808,4.071467459722335,6.000000000000492,1.9821419839504415,5.0858998163607705,6.0,7.832929300537265,6.0
165,0.011:0.08399999999999999,0.1072954456521984,,,1.0677026241837666,3.02398294463444,6.0,1.995995932716255,4.07313411296872,6.000000000001507,1.9820987740743021,5.087567740041198,6.0,7.834598730405633,6.0
166,0.011:0.08499999999999999,0.10725425572059066,,,1.0676568725496054,3.025654552347756,6.0,1.995952722839661,4.074800766214347,6.000000000001156,1.982055564197708,5.08923617270001,6.0,7.836268160273503,6.0
167,0.011:0.086,0.1072130657892103,,,1.0676111209156716,3.0273262175561833,6.0,1.9959095129630668,4.076467419460247,6.000000000001271,1.982012354321114,5.090904712100679,6.0,7.837937590141372,6.0
168,0.011:0.087,0.10717187585782995,,,1.0675653692810556,3.028997854017179,6.0,1.9958663030868138,4.078134072705403,6.000000000000024,1.9819691444449745,5.092573198131418,6.0,7.839607020009731,6.0
169,0.011:0.088,0.10713068592644959,,,1.0675196176471218,3.030669490478168,6.0,1.9958230932099923,4.079800725951262,6.000000000000116,1.9819259345679257,5.0942416665405705,6.0,7.841276449877103,6.0
170,0.011:0.089,0.10708949599506923,,,1.0674738660130743,3.0323410981917447,6.0,1.9957798833333982,4.081467379197035,5.999999999999981,1.981882724691559,5.095910506996724,6.0,7.84294587974522,6.0
171,0.011:0.09,0.10704830606493942,,,1.0674281143791404,3.0340127634015426,6.0,1.9957366734570314,4.083134032442928,6.000000000000096,1.9818395148149648,5.097578834393982,6.0,7.844615309613095,6.0
172,0.011:0.091,0.10700711613367275,,,1.067382362745093,3.035684399862663,6.0,1.9956934635800962,4.084800685688689,5.999999999999967,1.981796304937916,5.099247108807903,6.0,7.8462847394804625,6.0
173,0.011:0.092,0.10696592620126921,,,1.067336611111159,3.0373560363225396,6.0,1.9956502537036158,4.086467338934577,6.000000000000083,1.9817530950615492,5.100915615262634,6.0,7.847954169348584,6.0
174,0.011:0.093,0.10692473626988885,,,1.0672908594764294,3.0390276727835364,6.0,1.995607043827249,4.088133992179596,5.999999999998591,1.9817098851854098,5.102581606400365,6.0,7.849623599216942,6.0
175,0.011:0.094,0.10688354633919062,,,1.067245107842382,3.040699280497839,6.0,1.9955638339507686,4.089800645425366,5.999999999998474,1.9816666753088157,5.104250092430322,6.0,7.851293029084819,6.0
176,0.011:0.095,0.10684235640712814,,,1.0671993562083344,3.042370916958101,6.0,1.9955206240741745,4.091467298671123,5.999999999998329,1.9816234654322216,5.105921648720811,6.0,7.852962458952692,6.0
177,0.011:0.096,0.10680116647608884,,,1.0671536045751964,3.044042553419471,6.0,1.9954774141981488,4.093133951917892,6.000000000000043,1.9815802555560822,5.107590126630059,6.0,7.854631888821052,6.0
178,0.011:0.097,0.10675997654504954,,,1.0671078529411488,3.0457141898808335,6.0,1.9954342043209863,4.094800605163654,5.999999999999935,1.9815370456790333,5.1092587541005114,6.0,7.856301318688425,6.0
179,0.011:0.09799999999999999,0.10671878661491974,,,1.067062101307215,3.0473858263432003,6.0,1.9953909944447332,4.096467258409529,6.000000000000029,1.9814938358026666,5.110927098688736,6.0,7.857970748556538,6.0
180,0.011:0.09899999999999999,0.106677596683312,,,1.0670163496731675,3.0490574628039515,6.0,1.9953477845680254,4.098133911655308,5.99999999999991,1.9814506259260725,5.11259558471809,6.0,7.859640178424403,6.0
181,0.011:0.1,0.10663640675193164,,,1.0669705980392337,3.05072912801239,6.0,1.9953045746910902,4.099800564901187,6.000000000000029,1.9814074160490236,5.114264070746668,6.0,7.8613096082917755,6.0
182,0.012:0.01,0.10846608409644887,,,1.0698505261440232,2.9764742005940685,6.0,1.9988250345679717,3.994889743036185,6.000000000000464,1.9849278759261324,4.9783236120533605,6.0,7.725295313948026,6.0
183,0.012:0.011,0.10846608409656255,,,1.0698505261440232,2.9764742005941924,6.0,1.9988250345680854,3.9948897430361763,6.000000000000466,1.9849278759261324,4.978323612053488,6.0,7.7252979773128985,6.0
184,0.012:0.012,0.10846608409656255,,,1.0698505261440232,2.9764742005941853,6.0,1.9988250345680854,3.9948897142891804,6.0,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
185,0.012:0.013000000000000001,0.10846608409656255,,,1.0698505261440232,2.976474171846769,6.0,1.9988250345680854,3.994889714288746,6.0,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
186,0.012:0.014,0.10846608409656255,,,1.0698505261440232,2.976474200594196,6.0,1.9988250345680854,3.994889714289137,6.0,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
187,0.012:0.015,0.1084660840961078,,,1.0698505261440232,2.9764742005937,6.0,1.9988250345680854,3.9948897142887625,6.000000000000488,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
188,0.012:0.016,0.10846608409633518,,,1.0698505261440232,2.9764742005939486,6.0,1.9988250345680854,3.9948897142892323,6.0,1.9849278759261324,4.978323612053488,6.0,7.725298007600845,6.0
189,0.012:0.017,0.10846608409633518,,,1.0698505261440232,2.9764742005939486,6.0,1.998825034567858,3.994889714288742,5.999999802632061,1.9849278759261324,4.978323612053218,6.0,7.725295313948049,6.0
190,0.012:0.018000000000000002,0.10846608409633518,,,1.0698505261440232,2.9764742005939517,6.0,1.9988250345680854,3.994889714288753,6.0,1.9849278759261324,4.978323612053488,6.0,7.725295313948052,6.0
191,0.012:0.019000000000000003,0.10846608409633518,,,1.0698505261440232,2.9764742005939486,6.0,1.9988045746914622,3.9948897430361865,6.000000000000483,1.9849074160495093,4.97911632627142,6.0,7.726085788990457,6.0
192,0.012:0.02,0.10846608409633518,,,1.0698505261440232,2.976474171846501,6.0,1.998761364814527,3.9948897142887594,6.0,1.9848642061724604,4.980784812300115,6.0,7.72775787868785,6.0
193,0.012:0.020999999999999998,0.10846608409633518,,,1.0698505261440232,2.9764742005939375,6.0,1.998718154938274,3.9948897430361887,6.0000000000004645,1.984820996296321,4.982453298330886,6.0,7.7294246487261935,6.0
194,0.012:0.022,0.10846608409633518,,,1.0698505261440232,2.976474171846527,6.0,1.9986749450616799,3.9948897430361865,6.000000000000483,1.9847777864199543,4.9841214362074915,6.0,7.731094078594298,6.0
195,0.012:0.023,0.10846608409633518,,,1.0698505261440232,2.976474171846527,6.0,1.9986317351851994,3.9948897430361803,6.00000000000048,1.9847345765433602,4.985790270390707,6.0,7.732766194431882,6.0
196,0.012:0.024,0.10846608409633518,,,1.0698505261440232,2.9764741718465233,6.0,1.9985885253091737,3.9948897142891515,6.0,1.9846913666672208,4.987458756422168,6.0,7.734432938330502,6.0
197,0.012:0.025,0.10846608409599412,,,1.0698505261440232,2.976474171846132,6.0,1.9985453154325796,3.9948897430361763,6.0,1.9846481567906267,4.989127242451902,6.0,7.736102368198368,6.0
198,0.012:0.026000000000000002,0.10846608409599412,,,1.0698505261440232,2.976474171846142,6.0,1.9985021055555308,3.9948897142887443,6.0,1.9846049469138052,4.990795728480258,6.0,7.737774484035869,6.0
199,0.012:0.027000000000000003,0.10846608409599412,,,1.0698505261440232,2.976474171846142,6.0,1.9984588956789366,3.9948897430361767,6.000000000000463,1.984561737037211,4.9924642145099885,6.0,7.739443918111029,6.0
200,0.012:0.028000000000000004,0.10846608409599412,,,1.0698505261440232,2.9764742005935636,6.0,1.9984156858024562,3.9948897430361767,6.000000000000463,1.984518527160617,4.994132700540069,6.0,7.741113336088476,6.0
201,0.012:0.028999999999999998,0.10846608409599412,,,1.0698505261440232,2.976474171846137,6.0,1.9983724759256347,3.9948897142887545,6.0,1.9844753172837954,4.995801186569103,6.0,7.742782777479975,6.0
202,0.012:0.03,0.10846608409656255,,,1.0698505261440232,2.976474200594185,6.0,1.9983292660493817,3.9948897430361767,6.000000000000484,1.9844321074074287,4.997469672599886,6.0,7.74444951753749,6.0
203,0.012:0.031,0.10846608409656255,,,1.0698505261440232,2.9764741718467604,6.0,1.9982860561729012,3.9948897430361767,6.000000000000484,1.984388897531062,4.999138158629965,6.0,7.746118947405621,6.0
204,0.012:0.032,0.10846608409656255,,,1.0698505261440232,2.9764741718467453,6.0,1.998242846296307,3.9948897430361767,6.000000000000484,1.9843456876544678,5.000806759799396,6.0,7.747788377273477,6.0
205,0.012:0.033,0.10846608409599412,,,1.0698505261440232,2.9764741718461303,6.0,1.9981996364202814,3.994889743036187,6.000000000000471,1.9843024777783285,5.002475130691167,6.0,7.749457807141856,6.0
206,0.012:0.034,0.10846608409599412,,,1.0698505261440232,2.9764741718461214,6.0,1.9981564265436873,3.994889743036187,6.000000000000447,1.9842592679017343,5.004143616720899,6.0,7.751127237009722,6.0
207,0.012:0.035,0.10846608409633518,,,1.0698505261440232,2.9764741718465095,6.0,1.9981132166667521,3.9948897430361865,6.000000000000483,1.9842160580249129,5.005812102749594,6.0,7.752796666877332,6.0
208,0.012:0.036000000000000004,0.10846608409633518,,,1.0698505261440232,2.9764741718465095,6.0,1.998070006790158,3.9948897430361767,6.000000000000484,1.9841728481483187,5.00748058877933,6.0,7.754466096745214,6.0
209,0.012:0.037,0.10846608409633518,,,1.0698505261440232,2.976474171846508,6.0,1.9980267969136776,3.9948897430361865,6.000000000000483,1.9841296382717246,5.009149074809413,6.0,7.756135526613082,6.0
210,0.012:0.038,0.10846608409633518,,,1.0698071993464282,2.9764741718465095,6.0,1.9979835870367424,3.9964680636597594,6.000000000000057,1.9840864283949031,5.010817560838108,6.0,7.757804956480703,6.0
211,0.012:0.039,0.10846608409599412,,,1.0697614477116986,2.976474171846141,6.0,1.997940377160603,3.9981347169047785,5.999999999998542,1.9840432185187638,5.012486431047009,6.0,7.759474386349066,6.0
212,0.012:0.04,0.10846608409599412,,,1.0697156960777647,2.976474200593559,6.0,1.997897167284009,3.9998013414021303,6.0,1.9840000086421696,5.014154917076738,6.0,7.761143816216922,6.0
213,0.012:0.041,0.10846608409667624,,,1.0696699444437172,2.9764741718468857,6.0,1.9978539574075285,4.001467994647797,6.0,1.9839567987655755,5.015823403106844,6.0,7.762813246084787,6.0
214,0.012:0.042,0.1084660840961078,,,1.0696241928106929,2.9764741718462533,6.0,1.997810747531389,4.003134647895874,6.0,1.9839135888894361,5.0174918891380855,6.0,7.764482675953169,6.0
215,0.012:0.043000000000000003,0.1084660840962215,,,1.0695784411765317,2.976474171846392,6.0,1.997767537654795,4.0048013298889344,5.999996394736974,1.983870379012842,5.019160375167809,6.0,7.766152105821035,6.0
216,0.012:0.044000000000000004,0.10846608409599412,,,1.0695326895425978,2.9764741718461303,6.0,1.9977243277778598,4.006467983134833,5.9999963947370745,1.9838271691360205,5.020828994516659,6.0,7.7678215356886415,6.0
217,0.012:0.045000000000000005,0.10846608409599412,,,1.0694869379087777,2.9764741718461374,6.0,1.9976811179013794,4.008134636380834,5.999996394737408,1.9837839592594264,5.022497451685653,6.0,7.769490965556526,6.0
218,0.012:0.046000000000000006,0.10846608409599412,,,1.069441186274389,2.976474171846129,6.0,1.9976379080247852,4.009801289626225,5.999996394736607,1.9837407493828323,5.0241659377153685,6.0,7.771160395424379,6.0
219,0.012:0.047,0.10846608409599412,,,1.0693954346404553,2.9764741718461445,6.0,1.99759469814785,4.011467942872125,5.9999963947367,1.9836975395060108,5.025833718767572,6.0,7.772829825291998,6.0
220,0.012:0.048,0.10846608409599412,,,1.0693496830073173,2.9764741718461303,6.0,1.9975514882717107,4.013134596118867,5.999996394738412,1.9836543296298714,5.027502204798608,6.0,7.7744992551603795,6.0
221,0.012:0.049,0.10846608409667624,,,1.0693039313733834,2.976474171846876,6.0,1.9975082783951166,4.014801249364769,5.999996394738507,1.9836111197532773,5.029170690828366,6.0,7.7761686850282485,6.0
222,0.012:0.05,0.10846608409576675,,,1.069258179739336,2.9764741718458922,6.0,1.9974650685186361,4.016467902610533,5.999996394738389,1.9835679098766832,5.030839176858406,6.0,7.7778381148961016,6.0
223,0.012:0.051000000000000004,0.10846608409576675,,,1.0692124281046063,2.97647420059332,6.0,1.9974218586422694,4.0181345558555375,5.999996394736895,1.9835247000005438,5.032507583159868,6.0,7.779507544764493,6.0
224,0.012:0.052000000000000005,0.10846608409576675,,,1.0691666764705587,2.9764741718458874,6.0,1.9973786487656753,4.019801209101313,5.999996394736758,1.9834814901239497,5.034176733191273,6.0,7.7811769746323645,6.0
225,0.012:0.053000000000000005,0.10846608409667624,,,1.069120924836625,2.9764741718468875,6.0,1.9973354388889675,4.0214678623472775,6.0,1.9834382802471282,5.03584216520476,6.0,7.782846404499928,6.0
226,0.012:0.054,0.10846608409656255,,,1.0690751732025774,2.976474171846761,6.0,1.997292229012487,4.023134515592957,5.999999999999941,1.983395070370534,5.037510651234728,6.0,7.784515834367825,6.0
227,0.012:0.055,0.10846608409656255,,,1.0690294215686436,2.9764741718467573,6.0,1.9972490191355519,4.024801140091463,6.0,1.9833518604934852,5.03917913726418,6.0,7.786185264235197,6.0
228,0.012:0.056,0.10844876372993895,,,1.0689836699348234,2.9771771237255287,6.0,1.9972058092589577,4.026467822084859,6.000000000000359,1.9833086506171185,5.040847623294012,6.0,7.787854694103285,6.0
229,0.012:0.057,0.10840757379912702,,,1.0689379183000938,2.978848760187135,6.0,1.9971625993830457,4.028134475329879,5.999999999998865,1.983265440740979,5.04251880011085,6.0,7.7895241239716695,6.0
230,0.012:0.058,0.10836638386638242,,,1.06889216666616,2.980520396646644,6.0,1.9971193895062243,4.029801128575763,5.9999999999989795,1.983222230864385,5.04418459535418,6.0,7.791193553839547,6.0
231,0.012:0.059000000000000004,0.10832519393500206,,,1.0688464150321124,2.9821920331076477,6.0,1.9970761796297438,4.03146778182152,5.999999999998866,1.9831790209877909,5.045853081384146,6.0,7.792862983707406,6.0
232,0.012:0.060000000000000005,0.10828400400384908,,,1.0688006633989744,2.983863669568901,6.0,1.9970329697534908,4.033134435068787,6.0,1.9831358111116515,5.047521567414343,6.0,7.794532413575778,6.0
233,0.012:0.061000000000000006,0.1082428140725824,,,1.0687549117650406,2.985535306030006,6.0,1.996989759877124,4.034801088314179,6.000000000000683,1.9830926012350574,5.049190053444421,6.0,7.7962018434436615,6.0
234,0.012:0.062000000000000006,0.10820162414120205,,,1.0687091601311067,2.9872069137435826,6.0,1.9969465500000751,4.0364677415600525,6.000000000000808,1.9830493913582359,5.050858539473775,6.0,7.797871273311239,6.0
235,0.012:0.063,0.10816043421107224,,,1.0686634084970592,2.988878578953375,6.0,1.9969033401235947,4.0381343948058355,6.00000000000068,1.9830061814816418,5.052527025503721,6.0,7.799540703179133,6.0
236,0.012:0.064,0.10811924427969188,,,1.0686176568630117,2.99055018666694,6.0,1.9968601302465459,4.039801048051573,6.000000000000517,1.982962971604593,5.054195511533058,6.0,7.801210133046509,6.0
237,0.012:0.065,0.10807805434831153,,,1.0685719052289642,2.9922218518753647,6.0,1.9968169203700654,4.041467701297341,6.00000000000044,1.9829197617282261,5.055863997563021,6.0,7.802879562914642,6.0
238,0.012:0.066,0.10803686441727223,,,1.0685261535955988,2.9938934595893176,6.0,1.996773710493926,4.043134354543873,6.000000000001657,1.9828765518520868,5.05753248359335,6.0,7.8045489927829745,6.0
239,0.012:0.067,0.10799567448498237,,,1.0684804019617786,2.995565124796743,6.0,1.9967305006174456,4.044801007789863,6.000000000001991,1.9828333419754927,5.059200969623312,6.0,7.806218422650858,6.0
240,0.012:0.068,0.10795448455428414,,,1.0684346503278448,2.9972367612584896,6.0,1.9966872907407378,4.046467661035763,6.000000000002086,1.9827901320988985,5.060869455653025,6.0,7.8078878525187285,6.0
241,0.012:0.069,0.10791329462301746,,,1.0683888986928878,2.9989083689721587,6.0,1.9966440808647121,4.048134314280521,6.000000000000137,1.9827469222227592,5.06253794168348,6.0,7.809557282387086,6.0
242,0.012:0.06999999999999999,0.10787210469118236,,,1.068343147058954,3.0005800054326706,6.0,1.996600870988118,4.049800967526407,6.000000000000236,1.982703712346165,5.064206427713309,6.0,7.8112267122549595,6.0
243,0.012:0.071,0.10783091475957463,,,1.0682973954249064,3.0022516418934178,6.0,1.9965576611111828,4.051467620772183,6.000000000000112,1.9826605024693436,5.065874913742766,6.0,7.812896142122563,6.0
244,0.012:0.072,0.10778972482944482,,,1.068251643790859,3.003923278355772,6.0,1.9965144512347024,4.053134274017939,6.000000000000007,1.9826172925927494,5.067543399772742,6.0,7.814565571990441,6.0
245,0.012:0.073,0.10774853489874658,,,1.068205892156925,3.0055949148175136,6.0,1.996471241357881,4.05480092726382,6.000000000000125,1.9825740827157006,5.069211885802323,6.0,7.816235001857842,6.0
246,0.012:0.074,0.10770734496736623,,,1.0681601405228776,3.007266551278525,6.0,1.9964280314815142,4.056467580509597,5.9999999999999805,1.9825308728393338,5.070880371832388,6.0,7.8179044317259585,6.0
247,0.012:0.075,0.10766615503609955,,,1.068114388888148,3.00893818773964,6.0,1.9963848216050337,4.058134233754629,5.999999999998494,1.9824876629631945,5.072548857862364,6.0,7.8195765214255,6.0
248,0.012:0.076,0.10762496510437813,,,1.0680686372541004,3.010609824200259,6.0,1.9963416117284396,4.059800887000364,5.999999999998381,1.9824444530866003,5.074217343892183,6.0,7.821243291462198,6.0
249,0.012:0.077,0.10758377517151985,,,1.0680228856201666,3.0122814606596475,6.0,1.9962984018518455,4.061467540246266,5.999999999998462,1.9824012432100062,5.075888328594086,6.0,7.822915381161048,6.0
250,0.012:0.078,0.10754258524048055,,,1.0679771339871422,3.0139530971213264,6.0,1.9962551919757061,4.063134193493147,6.000000000000411,1.9823580333338668,5.077554315952348,6.0,7.82458215119842,6.0
251,0.012:0.079,0.10750139530910019,,,1.0679313823532084,3.015624733582,6.0,1.9962119820988846,4.064800846739027,6.000000000000507,1.982314823456818,5.079225305264342,6.0,7.82625158106579,6.0
252,0.012:0.08,0.10746020537771983,,,1.0678856307190472,3.0172963700430184,6.0,1.9961687722224042,4.066467499984672,6.000000000000181,1.9822716135804512,5.080894358272736,6.0,7.827923701111105,6.0
253,0.012:0.081,0.10741901544633947,,,1.0678398790849997,3.0189680352514436,6.0,1.99612556234581,4.068134153230437,6.00000000000006,1.9822284037038571,5.082562844302467,6.0,7.829590440801763,6.0
254,0.012:0.082,0.1073778255150728,,,1.0677941274510658,3.0206396717125714,6.0,1.9960823524689886,4.069800806476312,6.000000000000151,1.9821851938268082,5.084231330331437,6.0,7.831259870669153,6.0
255,0.012:0.08299999999999999,0.1073366355840335,,,1.0677483758172457,3.022311308173942,6.0,1.9960391425922808,4.07146743097533,6.0,1.9821419839504415,5.0858998163607705,6.0,7.832931990713709,6.0
256,0.012:0.08399999999999999,0.10729544565197102,,,1.0677026241841077,3.0239829446341835,6.0,1.9959959327161414,4.073134112969092,6.000000000002196,1.9820987740743021,5.087567740040857,6.0,7.834598730405633,6.0
257,0.012:0.08499999999999999,0.10725425571979486,,,1.0676568725501738,3.025654581094311,6.0,1.9959527228395473,4.074800737469417,6.0,1.982055564197708,5.0892361726996835,6.0,7.83627085045063,6.0
258,0.012:0.086,0.10721306578852818,,,1.067611120915899,3.0273261888080008,6.0,1.9959095129630668,4.076467419460496,6.000000000001733,1.982012354321114,5.090904712100679,6.0,7.837937590141372,6.0
259,0.012:0.087,0.10717187585714782,,,1.0675653692811693,3.0289978252690037,6.0,1.9958663030869275,4.078134072705527,6.000000000000225,1.9819691444449745,5.092573198131749,6.0,7.839607020009731,6.0
260,0.012:0.088,0.10713068592588115,,,1.0675196176471218,3.030669461730119,6.0,1.9958230932099923,4.079800725951262,6.000000000000116,1.9819259345679257,5.0942416665405705,6.0,7.841276449877103,6.0
261,0.012:0.089,0.1070894959945008,,,1.0674738660130743,3.032341098191119,6.0,1.9957798833335119,4.081467379197049,6.000000000000008,1.981882724691559,5.095910340486854,6.0,7.84294587974522,6.0
262,0.012:0.09,0.10704830606459836,,,1.0674281143791404,3.0340127346537233,6.0,1.9957366734569177,4.083134032442928,6.000000000000096,1.9818395148149648,5.097578834393635,6.0,7.844615309613095,6.0
263,0.012:0.091,0.107007116133218,,,1.067382362745093,3.035684399862164,6.0,1.9956934635798689,4.084800685688689,5.999999999999967,1.981796304937916,5.0992471088072495,6.0,7.8462847394804625,6.0
264,0.012:0.092,0.10696592620172396,,,1.067336611111159,3.0373560075755925,6.0,1.9956502537033884,4.086467338934577,6.000000000000083,1.9817530950615492,5.1009156152619655,6.0,7.847954169348584,6.0
265,0.012:0.093,0.10692473626988885,,,1.0672908594764294,3.0390276727835364,6.0,1.995607043827249,4.088133992179596,5.999999999998591,1.9817098851854098,5.102581476853748,6.0,7.849623599216942,6.0
266,0.012:0.094,0.1068835463385085,,,1.067245107842382,3.040699280497091,6.0,1.9955638339507686,4.089800645425366,5.999999999998474,1.9816666753088157,5.104249962884075,6.0,7.851293029084819,6.0
267,0.012:0.095,0.10684235640781026,,,1.0671993562083344,3.0423709457062693,6.0,1.9955206240741745,4.091467298671123,5.999999999998329,1.9816234654322216,5.105921648720811,6.0,7.852962458952692,6.0
268,0.012:0.096,0.10680116647597515,,,1.0671536045751964,3.0440425534193407,6.0,1.9954774141982625,4.093133951917892,6.000000000000043,1.9815802555560822,5.107590126630432,6.0,7.854631888821052,6.0
269,0.012:0.097,0.10675997654482217,,,1.0671078529411488,3.0457142186280253,6.0,1.9954342043211,4.094800605163654,5.999999999999935,1.9815370456790333,5.109258612658284,6.0,7.856301318688425,6.0
270,0.012:0.09799999999999999,0.10671878661469236,,,1.067062101307215,3.0473858263429525,6.0,1.9953909944446195,4.096467258409529,6.000000000000029,1.9814938358026666,5.110927098688365,6.0,7.857970748556538,6.0
