,fluxes,equ,kcat_MW,enz
B_NO3R1pp_num2,0.0,2.0 B_h_c + B_no3_c + B_q8h2_c --> B_h2o_c + 2.0 B_h_p + B_no2_c + B_q8_c,845.9904970000001,0.0
A_MDDCP5pp_num2,0.0,A_h2o_p + A_murein5p3p_p --> A_ala__D_p + A_murein4p3p_p,1742.8884460000002,0.0
B_BUTtex_num1,0.0,B_but_e --> B_but_p,,
A_ACACT7r_num2,0.0,A_accoa_c + A_tdcoa_c --> A_3ohdcoa_c + A_coa_c,445.12144349999994,0.0
A_CYANtex_reverse_num3,0.0,A_cyan_p --> A_cyan_e,,
B_F6Ptex_reverse_num1,0.0,B_f6p_p --> B_f6p_e,,
A_zn2_e_con_1,0.0,A_zn2_e --> zn2_e,,
B_ACMANAtex_reverse_num1,0.0,B_acmana_p --> B_acmana_e,,
A_2AGPEAT181,0.0,A_2agpe181_c + A_atp_c + A_ocdcea_c --> A_amp_c + A_pe181_c + A_ppi_c,264.1920829,0.0
B_4abut_e_con_2,0.0,4abut_e --> B_4abut_e,,
B_ser__L_e_con_2_reverse,0.0,B_ser__L_e --> ser__L_e,,
A_MDDCP1pp_num1,0.0,A_h2o_p + A_murein5px4p_p --> A_ala__D_p + A_murein4px4p_p,1302.137468,0.0
A_PUNP4_reverse_num1,0.0,A_2dr1p_c + A_gua_c --> A_dgsn_c + A_pi_c,52.41310524,0.0
A_BTNtex_reverse_num3,0.0,A_btn_p --> A_btn_e,,
A_SUCOAS,0.0,A_atp_c + A_coa_c + A_succ_c --> A_adp_c + A_pi_c + A_succoa_c,201.0186844,0.0
A_cobalt2_e_con_1_reverse,2.25e-06,cobalt2_e --> A_cobalt2_e,,
A_PGPP140_num2,0.0,A_h2o_c + A_pgp140_c --> A_pg140_c + A_pi_c,341.859756,0.0
A_ACACT3r_reverse_num2,0.0,A_3oocoa_c + A_coa_c --> A_accoa_c + A_hxcoa_c,452.0969734,0.0
B_MMETtex_reverse_num4,0.0,B_mmet_p --> B_mmet_e,,
A_DCMPtex_reverse_num3,0.0,A_dcmp_p --> A_dcmp_e,,
B_EX_ddca_e,0.0,B_ddca_e --> ,,
B_f_e_con_2_reverse,0.0,B_f_e --> f_e,,
B_TYRTA_num2,0.0,B_akg_c + B_tyr__L_c --> B_34hpp_c + B_glu__L_c,798.7077868,0.0
A_FACOAL120t2pp_num1,0.0,A_atp_c + A_coa_c + A_ddca_p + A_h_p --> A_amp_c + A_ddcacoa_c + A_h_c + A_ppi_c,322.88232739999995,0.0
A_ECOAH4_reverse_num2,0.0,A_dc2coa_c + A_h2o_c --> A_3hdcoa_c,216.0337974,0.0
A_FE3tex_reverse_num3,0.0,A_fe3_p --> A_fe3_e,,
A_xtsn_e_con_1,0.0,A_xtsn_e --> xtsn_e,,
A_MLTGY3pp_num6,0.0,A_murein3p3p_p --> 2.0 A_anhgm3p_p,1188.2811570000001,0.0
B_ADNCYC,0.0,B_atp_c --> B_camp_c + B_ppi_c,326.2603299,0.0
A_MDDCP3pp_num5,0.0,A_h2o_p + A_murein5p5p_p --> A_ala__D_p + A_murein5p4p_p,613.8748176,0.0
A_ALAtex_reverse_num2,0.0,A_ala__L_p --> A_ala__L_e,,
A_IPDDI,0.0,A_ipdp_c --> A_dmpp_c,810.9727690000001,0.0
A_CPMPS,0.0,A_gtp_c + A_h2o_c --> A_cpmp_c + A_ppi_c,139.7921489,0.0
B_METSOX2tex_reverse_num1,0.0,B_metsox_R__L_p --> B_metsox_R__L_e,,
B_PA160abcpp,0.0,B_atp_c + B_h2o_c + B_pa160_c --> B_adp_c + B_h_c + B_pa160_p + B_pi_c,,
B_2DGULRy,0.0,B_2dhguln_c + B_h_c + B_nadph_c --> B_idon__L_c + B_nadp_c,276.340442,0.0
B_23DAPPAtex_reverse_num1,0.0,B_23dappa_p --> B_23dappa_e,,
A_DDPGALA,0.0,A_2dh3dgal6p_c --> A_g3p_c + A_pyr_c,1207.152884,0.0
A_so4_e_con_1_reverse,0.0226638000000001,so4_e --> A_so4_e,,
B_O16A4COLIPAabctex,0.0,B_atp_c + B_h2o_c + B_o16a4colipa_p --> B_adp_c + B_h_c + B_o16a4colipa_e + B_pi_c,,
B_EX_3hcinnm_e,0.0,B_3hcinnm_e --> ,,
A_NTPP2_num2,0.0,A_gtp_c + A_h2o_c --> A_gmp_c + A_h_c + A_ppi_c,167.2403726,0.0
A_2obut_c2e_reverse,0.0,A_2obut_e --> A_2obut_c,,
A_NADH9_num1,0.0,A_2dmmq8_c + A_h_c + A_nadh_c --> A_2dmmql8_c + A_nad_c,255.16674410000002,0.0
B_FUCtex_reverse_num3,0.0,B_fuc__L_p --> B_fuc__L_e,,
B_NTP12,0.0,B_h2o_c + B_xtp_c --> B_h_c + B_pi_c + B_xdp_c,270.48952189999994,0.0
B_EX_h_e,0.0,B_h_e --> ,,
A_ALLTNtex_num3,0.0,A_alltn_e --> A_alltn_p,,
B_TDPDRR,0.0,B_dtdp4d6dm_c + B_h_c + B_nadph_c --> B_dtdprmn_c + B_nadp_c,437.0303032,0.0
B_H2tex_num1,0.0,B_h2_e --> B_h2_p,,
B_GAMtex_reverse_num3,0.0,B_gam_p --> B_gam_e,,
A_GHMT2r,0.11151979999999581,A_ser__L_c + A_thf_c --> A_gly_c + A_h2o_c + A_mlthf_c,127.1057405,0.0008773781542934783
B_for_e_con_2_reverse,0.0,B_for_e --> for_e,,
B_ACONTa_reverse_num2,0.0,B_acon_C_c + B_h2o_c --> B_cit_c,175.4242624,0.0
B_ALATA_L_num2,0.0,B_akg_c + B_ala__L_c --> B_glu__L_c + B_pyr_c,683.3070482,0.0
A_NADTRHD,0.0,A_nad_c + A_nadph_c --> A_nadh_c + A_nadp_c,229.3294114,0.0
B_btn_e_con_2_reverse,0.0,B_btn_e --> btn_e,,
A_ACPPAT160,0.0,A_h_c + A_palmACP_c + A_pi_c --> A_ACP_c + A_hdcap_c,429.61812689999994,0.0
A_RNTR4c2_num2,0.0,2.0 A_flxr_c + 2.0 A_h_c + A_utp_c --> A_dutp_c + 2.0 A_flxso_c + A_h2o_c,67.66536043,0.0
B_5DGLCNtex_reverse_num2,0.0,B_5dglcn_p --> B_5dglcn_e,,
B_DHAtpp_reverse,0.2286718349783819,B_dha_c --> B_dha_p,,
B_PYRtex_reverse_num2,0.0,B_pyr_p --> B_pyr_e,,
B_DURIPP_num2,0.0,B_duri_c + B_pi_c --> B_2dr1p_c + B_ura_c,205.01178480000002,0.0
A_LIPAHTex,0.0,A_h_e + A_hdca_e + A_lipa_e --> A_h2o_e + A_halipa_e,,
A_EX_2dglc_e,0.0,A_2dglc_e --> ,,
A_UDPG4E,0.0,A_udpg_c --> A_udpgal_c,182.7153677,0.0
A_GLYCtex_num3,0.0,A_glyc_e --> A_glyc_p,,
B_SGDS,0.0,B_h2o_c + B_sucglu_c --> B_glu__L_c + B_succ_c,2136.818629,0.0
B_L_LACtex_reverse_num2,0.0,B_lac__L_p --> B_lac__L_e,,
B_UACGAMPpp,0.0,B_h2o_p + B_uacgam_p --> B_acgam1p_p + 2.0 B_h_p + B_ump_p,191.90736189999998,0.0
A_DINStex_num1,0.0,A_din_e --> A_din_p,,
B_DALAtex_num2,0.0,B_ala__D_e --> B_ala__D_p,,
B_MOBDabcpp_num3,0.0,B_atp_c + B_h2o_c + B_mobd_p --> B_adp_c + B_h_c + B_mobd_c + B_pi_c,,
B_23CGMPtex_reverse_num3,0.0,B_23cgmp_p --> B_23cgmp_e,,
B_lys__L_e_con_2_reverse,0.0,B_lys__L_e --> lys__L_e,,
B_ACGAM1Ptex_reverse_num3,0.0,B_acgam1p_p --> B_acgam1p_e,,
A_HMBS,4.46e-05,A_h2o_c + 4.0 A_ppbng_c --> A_hmbil_c + 4.0 A_nh4_c,13.82496647,3.226047607188157e-06
A_SQtr,0.0,A_sq_p --> A_sq_c,,
A_PMANM_reverse,0.0,A_man6p_c --> A_man1p_c,306.4127666,0.0
B_5DGLCNtex_num2,0.0,B_5dglcn_e --> B_5dglcn_p,,
B_MLTP2,0.0,B_malthx_c + B_pi_c --> B_g1p_c + B_maltpt_c,150.4785747,0.0
B_ARBtex_reverse_num3,0.0,B_arab__L_p --> B_arab__L_e,,
A_FCLPA_reverse_num1,0.0,A_dhap_c + A_lald__L_c --> A_fc1p_c,850.0088589,0.0
B_metsox_R__L_e_con_2_reverse,0.0,B_metsox_R__L_e --> metsox_R__L_e,,
A_HXAtex_num3,0.0,A_hxa_e --> A_hxa_p,,
A_TUNGStex_num3,0.0,A_tungs_e --> A_tungs_p,,
A_MEOHtex_num1,0.0,A_meoh_e --> A_meoh_p,,
B_FE3DHBZStonex_num1,0.0,B_fe3dhbzs_e + B_h_p --> B_fe3dhbzs_p + B_h_c,,
A_HSDy_num2,0.0,A_hom__L_c + A_nadp_c --> A_aspsa_c + A_h_c + A_nadph_c,197.52809430000002,0.0
A_GALCTNtex_reverse_num2,0.0,A_galctn__D_p --> A_galctn__D_e,,
B_ACKr_reverse_num2,0.0,B_actp_c + B_adp_c --> B_ac_c + B_atp_c,4120.02224,0.0
B_MTHFR2,0.015435899999999999,2.0 B_h_c + B_mlthf_c + B_nadh_c --> B_5mthf_c + B_nad_c,73.40785389,0.0002102758653471922
A_PUNP3_reverse_num2,0.0,A_gua_c + A_r1p_c --> A_gsn_c + A_pi_c,62.96349389,0.0
B_23CAMPtex_reverse_num1,0.0,B_23camp_p --> B_23camp_e,,
B_3hpp_e_con_2,0.0,3hpp_e --> B_3hpp_e,,
A_CYANtex_reverse_num2,0.0,A_cyan_p --> A_cyan_e,,
A_CUt2pp_num2,0.0,A_cu_c --> A_cu_p,,
B_PLIPA1E161pp,0.0,B_h2o_p + B_pe161_p --> B_2agpe161_p + B_h_p + B_hdcea_p,183.31010990000001,0.0
B_ECOAH6_num2,0.0,B_3htdcoa_c --> B_h2o_c + B_td2coa_c,229.8793029,0.0
A_PYDXtex_reverse_num4,0.0,A_pydx_p --> A_pydx_e,,
B_POR5_reverse_num2,0.0,B_accoa_c + B_co2_c + 2.0 B_flxr_c + B_h_c --> B_coa_c + 2.0 B_flxso_c + B_pyr_c,356.71241610000004,0.0
B_UMPK_reverse_num2,0.0,B_adp_c + B_udp_c --> B_atp_c + B_ump_c,178.49778999999998,0.0
A_PPTtex_num4,0.0,A_ppt_e --> A_ppt_p,,
B_ACGALtex_num4,0.0,B_acgal_e --> B_acgal_p,,
B_CLPNH120pp,0.0,B_clpn120_p + B_h2o_p --> B_h_p + B_pa120_p + B_pg120_p,,
B_OROTt2_2pp,0.0,2.0 B_h_p + B_orot_p --> 2.0 B_h_c + B_orot_c,,
B_GTHOXtex_reverse_num3,0.0,B_gthox_p --> B_gthox_e,,
B_2AGPEAT181,0.0,B_2agpe181_c + B_atp_c + B_ocdcea_c --> B_amp_c + B_pe181_c + B_ppi_c,264.1920829,0.0
A_FACOAL160t2pp_num1,0.0,A_atp_c + A_coa_c + A_h_p + A_hdca_p --> A_amp_c + A_h_c + A_pmtcoa_c + A_ppi_c,341.1761973,0.0
A_glcur1p_e_con_1,0.0,A_glcur1p_e --> glcur1p_e,,
A_MAN6PI,0.0,A_man6p_c --> A_f6p_c,920.9366153999999,0.0
A_g3pi_e_con_1,0.0,A_g3pi_e --> g3pi_e,,
A_EX_hdca_e,0.0,A_hdca_e --> ,,
B_butso3_e_con_2_reverse,0.0,B_butso3_e --> butso3_e,,
B_GPDDA2,0.0,B_g3pe_c + B_h2o_c --> B_etha_c + B_glyc3p_c + B_h_c,339.3081651,0.0
A_3PEPTtex_reverse_num4,0.0,A_LalaDgluMdap_p --> A_LalaDgluMdap_e,,
A_GAL1Ptex_reverse_num4,0.0,A_gal1p_p --> A_gal1p_e,,
A_NO3tex_num1,0.0,A_no3_e --> A_no3_p,,
B_CHTBStex_reverse_num2,0.0,B_chtbs_p --> B_chtbs_e,,
A_MN2tipp,0.0,A_mn2_c --> A_mn2_p,,
A_TREH,0.0,A_h2o_c + A_tre_c --> 2.0 A_glc__D_c,309.6631211,0.0
B_NTP11,0.0,B_ditp_c + B_h2o_c --> B_didp_c + B_h_c + B_pi_c,275.2985852,0.0
B_DDPA_num1,0.0,B_e4p_c + B_h2o_c + B_pep_c --> B_2dda7p_c + B_pi_c,925.5572045,0.0
B_COLIPAabctex,0.0,B_atp_c + B_colipa_p + B_h2o_c --> B_adp_c + B_colipa_e + B_h_c + B_pi_c,,
B_eca4colipa_e_con_2_reverse,0.0,B_eca4colipa_e --> eca4colipa_e,,
B_PHDA,0.0,B_5phdt_c + B_h2o_c --> B_5phua_c,156.90889909999999,0.0
B_HSDy_num1,0.0,B_hom__L_c + B_nadp_c --> B_aspsa_c + B_h_c + B_nadph_c,396.0897435,0.0
A_PAPSR_num1,0.0,A_paps_c + A_trdrd_c --> 2.0 A_h_c + A_pap_c + A_so3_c + A_trdox_c,460.8025291,0.0
B_EX_sulfac_e,0.0,B_sulfac_e --> ,,
A_O16AUNDtpp,0.0,A_o16aund_c --> A_o16aund_p,1246.447155,0.0
A_MDDEP3pp_num3,0.0,A_h2o_p + A_murein5px4p_p --> A_murein5p4p_p,549.3574469,0.0
B_CYTDt2pp_copy1_num2,0.0,B_cytd_p + B_h_p --> B_cytd_c + B_h_c,,
A_EX_dimp_e,0.0,A_dimp_e --> ,,
A_LIPOCT,0.0,A_h_c + A_ocACP_c --> A_ACP_c + A_octapb_c,389.42595730000005,0.0
B_PYDXtex_reverse_num1,0.0,B_pydx_p --> B_pydx_e,,
A_ECOAH6_reverse_num2,0.0,A_h2o_c + A_td2coa_c --> A_3htdcoa_c,289.32028219999995,0.0
B_ABUTtex_num2,0.0,B_4abut_e --> B_4abut_p,,
A_malttr_e_con_1,0.0,A_malttr_e --> malttr_e,,
A_UACGAMtex_reverse_num4,0.0,A_uacgam_p --> A_uacgam_e,,
B_METSOXR1_num2,0.0,B_metsox_S__L_c + B_trdrd_c --> B_h2o_c + B_met__L_c + B_trdox_c,244.8198398,0.0
B_3AMACHYD,0.0,B_3amac_c + B_h2o_c + B_h_c --> B_msa_c + B_nh4_c,750.9885066,0.0
A_glyb_e_con_1,0.0,A_glyb_e --> glyb_e,,
B_ACACT5r_reverse_num1,0.0,B_3oddcoa_c + B_coa_c --> B_accoa_c + B_dcacoa_c,434.2590323,0.0
A_NDPK5_num2,0.0,A_atp_c + A_dgdp_c --> A_adp_c + A_dgtp_c,159.48758999999998,0.0
A_H2tex_reverse_num2,0.0,A_h2_p --> A_h2_e,,
A_ACSERtex_reverse_num2,0.0,A_acser_p --> A_acser_e,,
A_PGP160abcpp,0.0,A_atp_c + A_h2o_c + A_pgp160_c --> A_adp_c + A_h_c + A_pgp160_p + A_pi_c,,
A_DPCOAK,6.74000000001132e-05,A_atp_c + A_dpcoa_c --> A_adp_c + A_coa_c + A_h_c,101.8491095,6.617632724625168e-07
A_FACOAE60,0.0,A_h2o_c + A_hxcoa_c --> A_coa_c + A_h_c + A_hxa_c,80.06335993,0.0
B_MTHFD,0.08794560000000601,B_mlthf_c + B_nadp_c --> B_methf_c + B_nadph_c,4000.805315,2.1981974396573707e-05
B_3HPPtex_reverse_num1,0.0,B_3hpp_p --> B_3hpp_e,,
B_Ftex_reverse_num4,0.0,B_f_e --> B_f_p,,
A_PItpp,0.0,A_pi_c --> A_pi_p,,
B_RNDR1_num1,0.0,B_adp_c + B_trdrd_c --> B_dadp_c + B_h2o_c + B_trdox_c,36.05059048,0.0
A_PYK_num2,0.0,A_adp_c + A_h_c + A_pep_c --> A_atp_c + A_pyr_c,2106.493313,0.0
A_G3PCtex_reverse_num2,0.0,A_g3pc_p --> A_g3pc_e,,
B_VALt2rpp,0.0,B_h_p + B_val__L_p --> B_h_c + B_val__L_c,,
B_LALALGLUtex_reverse_num2,0.0,B_LalaLglu_p --> B_LalaLglu_e,,
B_3HAD121_num1,0.015042800000000002,B_3hcddec5eACP_c --> B_h2o_c + B_t3c5ddeceACP_c,245.137205,6.13648181229773e-05
A_ISETACtex_reverse_num3,0.0,A_isetac_p --> A_isetac_e,,
A_3HAD181_num2,0.0,A_3hcvac11eACP_c --> A_h2o_c + A_t3c11vaceACP_c,163.8845355,0.0
B_ACOAD6f,0.0,B_fad_c + B_tdcoa_c --> B_fadh2_c + B_td2coa_c,2338.383911,0.0
B_3ump_e_con_2,0.0,3ump_e --> B_3ump_e,,
B_ACGALtex_reverse_num1,0.0,B_acgal_p --> B_acgal_e,,
A_O2tex_num2,0.0,A_o2_e --> A_o2_p,,
A_AGMtex_num2,0.0,A_agm_e --> A_agm_p,,
B_H2Otex_reverse_num4,0.0,B_h2o_p --> B_h2o_e,,
A_GLCDpp_num2,0.0,A_glc__D_p + A_h2o_p + A_q8_c --> A_glcn_p + A_h_p + A_q8h2_c,1061.316075,0.0
B_2DGLCtex_num4,0.0,B_2dglc_e --> B_2dglc_p,,
A_SDPDS,0.0370949,A_h2o_c + A_sl26da_c --> A_26dap_LL_c + A_succ_c,18667.76515,1.987109849622251e-06
A_3HAD160_num2,0.0127628,A_3hpalmACP_c --> A_h2o_c + A_tpalm2eACP_c,91.00057739,0.00014024965957416547
B_PSP_Lpp_num1,0.0,B_h2o_p + B_pser__L_p --> B_pi_p + B_ser__L_p,222.444745,0.0
A_23CCMPtex_reverse_num1,0.0,A_23ccmp_p --> A_23ccmp_e,,
A_MDDEP4pp_num4,0.0,A_h2o_p + A_murein4px4px4p_p --> A_murein4px4p4p_p,508.27922800000005,0.0
A_SUCBZS,0.0,A_2shchc_c --> A_h2o_c + A_sucbz_c,719.8544001,0.0
A_MANGLYCtex_num3,0.0,A_manglyc_e --> A_manglyc_p,,
B_H2Otex_num7,0.0,B_h2o_e --> B_h2o_p,,
B_FACOAE80,0.0,B_h2o_c + B_occoa_c --> B_coa_c + B_h_c + B_octa_c,72.73346078,0.0
A_PNTOtex_reverse_num1,0.0,A_pnto__R_p --> A_pnto__R_e,,
B_FE3tex_reverse_num3,0.0,B_fe3_p --> B_fe3_e,,
B_PTAr_num1,0.0,B_accoa_c + B_pi_c --> B_actp_c + B_coa_c,1183.117307,0.0
A_CDGS,0.0,A_cph4_c + A_h_c --> A_cdg_c + A_nh4_c,,
A_LALALGLUtex_reverse_num1,0.0,A_LalaLglu_p --> A_LalaLglu_e,,
A_pydam_e_con_1,0.0,A_pydam_e --> pydam_e,,
A_PACOAT,0.0,A_h2o_c + A_phaccoa_c --> A_coa_c + A_h_c + A_pac_c,156.57423400000002,0.0
A_QMO3,0.0001626000000006659,A_mql8_c + 2.0 A_o2_c --> 2.0 A_h_c + A_mqn8_c + 2.0 A_o2s_c,1450.166521,1.1212505436171623e-07
A_MN6PP_num1,0.0,A_h2o_c + A_man6p_c --> A_man_c + A_pi_c,388.7142381,0.0
A_KG6PDC_num1,0.0,A_3dhgulnp_c + A_h_c --> A_co2_c + A_xu5p__L_c,460.3250658,0.0
B_12PPDRtex_reverse_num3,0.0,B_12ppd__R_p --> B_12ppd__R_e,,
B_cys__L_e_con_2,0.0,cys__L_e --> B_cys__L_e,,
B_GND,0.4947503850092686,B_6pgc_c + B_nadp_c --> B_co2_c + B_nadph_c + B_ru5p__D_c,769.2113447,0.0006431917423191751
A_h2s_e_con_1,0.0,A_h2s_e --> h2s_e,,
B_MOAT,0.0019456000000000002,B_ckdo_c + B_lipidA_c --> B_cmp_c + B_h_c + B_kdolipid4_c,4491.33135,4.331900384058727e-07
A_R15BPK,0.0,A_atp_c + A_r15bp_c --> A_adp_c + A_prpp_c,861.6758585000001,0.0
B_AGPAT180,0.0,B_1odecg3p_c + B_ocdcaACP_c --> B_ACP_c + B_pa180_c,338.7664436,0.0
A_DHAD2,0.7591591574853184,A_23dhmp_c --> A_3mop_c + A_h2o_c,3818.008272,0.00019883643601632258
B_FEOXAMabcpp,0.0,B_atp_c + B_feoxam_p + B_h2o_c --> B_adp_c + B_feoxam_c + B_h_c + B_pi_c,,
B_dtmp_e_con_2_reverse,0.0,B_dtmp_e --> dtmp_e,,
B_CDAPPA160,0.0,B_cdpdhdecg_c + B_h2o_c --> B_cmp_c + 2.0 B_h_c + B_pa160_c,1177.872173,0.0
B_LALDO3,0.0,B_h_c + B_mthgxl_c + B_nadph_c --> B_lald__L_c + B_nadp_c,,
A_TCYNTtex_reverse_num3,0.0,A_tcynt_p --> A_tcynt_e,,
B_FE3HOXUtpp,0.0,B_fe3hox_un_p + B_h_p --> B_fe3hox_un_e + B_h_c,,
B_HACD5_num2,0.0,B_3oddcoa_c + B_h_c + B_nadh_c --> B_3hddcoa_c + B_nad_c,521.7082121000001,0.0
A_HYXNtex_reverse_num4,0.0,A_hxan_p --> A_hxan_e,,
B_ascb__L_e_con_2_reverse,0.0,B_ascb__L_e --> ascb__L_e,,
A_HXAtex_reverse_num1,0.0,A_hxa_p --> A_hxa_e,,
B_THYMtex_reverse_num3,0.0,B_thym_p --> B_thym_e,,
A_EX_ttdca_e,0.0,A_ttdca_e --> ,,
B_DASYN180,0.0,B_ctp_c + B_h_c + B_pa180_c --> B_cdpdodecg_c + B_ppi_c,549.2368871,0.0
A_GLCTR3,0.0,A_ggagicolipa_c + A_udpg_c --> A_gggagicolipa_c + A_h_c + A_udp_c,364.05309189999997,0.0
A_23CUMPtex_reverse_num2,0.0,A_23cump_p --> A_23cump_e,,
B_GMAND,0.0,B_gdpmann_c --> B_gdpddman_c + B_h2o_c,218.181068,0.0
A_ACOAD2f,0.0,A_fad_c + A_hxcoa_c --> A_fadh2_c + A_hx2coa_c,4777.097638,0.0
B_so2_e_con_2,0.0,so2_e --> B_so2_e,,
A_GLUtex_reverse_num1,0.0,A_glu__L_p --> A_glu__L_e,,
B_DDPGALA,0.0,B_2dh3dgal6p_c --> B_g3p_c + B_pyr_c,1207.152884,0.0
B_PPTHpp,0.0,B_h2o_p + B_ppt_p --> B_h2_p + B_pi_p,62307.572089999994,0.0
A_4PEPTabcpp_num1,0.0,A_LalaDgluMdapDala_p + A_atp_c + A_h2o_c --> A_LalaDgluMdapDala_c + A_adp_c + A_h_c + A_pi_c,245.84688050000003,0.0
A_PG180abcpp,0.0,A_atp_c + A_h2o_c + A_pg180_c --> A_adp_c + A_h_c + A_pg180_p + A_pi_c,,
A_2ddglcn_e_con_1,0.0,A_2ddglcn_e --> 2ddglcn_e,,
A_NADH10_num4,0.0,A_h_c + A_mqn8_c + A_nadh_c --> A_mql8_c + A_nad_c,259.9480651,0.0
B_ser__D_e_con_2_reverse,0.0,B_ser__D_e --> ser__D_e,,
B_cpgn_un_e_con_2_reverse,0.0,B_cpgn_un_e --> cpgn_un_e,,
B_3HAD40_num2,0.0,B_3haACP_c --> B_but2eACP_c + B_h2o_c,133.2966355,0.0
A_DHAD1,0.08743670000000012,A_23dhmb_c --> A_3mob_c + A_h2o_c,11536.42787,7.5791831739680545e-06
A_NADHPO,0.0,A_h2o2_c + A_h_c + A_nadh_c --> 2.0 A_h2o_c + A_nad_c,31.85868715,0.0
A_DAPtex_num2,0.0,A_15dap_e --> A_15dap_p,,
A_HPYRP,0.0,A_3php_c + A_h2o_c --> A_hpyr_c + A_pi_c,958.5143541000001,0.0
B_ala_B_e_con_2_reverse,0.0,B_ala_B_e --> ala_B_e,,
B_PPPNtex_reverse_num3,0.0,B_pppn_p --> B_pppn_e,,
B_CLBtex_num1,0.0,B_cellb_e --> B_cellb_p,,
B_PLIPA2A160pp,0.0,B_h2o_p + B_pa160_p --> B_1hdecg3p_p + B_h_p + B_hdca_p,223.28375789999998,0.0
A_MSO3tex_num4,0.0,A_mso3_e --> A_mso3_p,,
A_Zn2tex_num4,0.0,A_zn2_e --> A_zn2_p,,
B_XYLt2pp,0.0,B_h_p + B_xyl__D_p --> B_h_c + B_xyl__D_c,,
B_HCINNMtex_reverse_num3,0.0,B_3hcinnm_p --> B_3hcinnm_e,,
A_gthox_e_con_1,0.0,A_gthox_e --> gthox_e,,
B_G3PItex_reverse_num1,0.0,B_g3pi_p --> B_g3pi_e,,
A_NO2tex_reverse_num4,0.0,A_no2_p --> A_no2_e,,
B_PPDOy,0.0,B_h_c + B_lald__D_c + B_nadph_c --> B_12ppd__R_c + B_nadp_c,726.989701,0.0
B_METSOX2tex_num4,0.0,B_metsox_R__L_e --> B_metsox_R__L_p,,
B_PPTtex_num1,0.0,B_ppt_e --> B_ppt_p,,
A_TREHpp,0.0,A_h2o_p + A_tre_p --> 2.0 A_glc__D_p,666.2792871,0.0
A_4HOXPACDtex_num2,0.0,A_4hoxpacd_e --> A_4hoxpacd_p,,
B_CITtex_num2,0.0,B_cit_e --> B_cit_p,,
A_FECRMR2,0.0,2.0 A_fecrm_c + A_fmnh2_c --> 2.0 A_fe2_c + 2.0 A_fecrm_un_c + A_fmn_c + 2.0 A_h_c,,
A_MAN6Pt6_2pp,0.0,A_man6p_p + 2.0 A_pi_c --> A_man6p_c + 2.0 A_pi_p,,
A_EX_na1_e,0.0,A_na1_e --> ,,
A_fe3dcit_e_con_1,0.0,A_fe3dcit_e --> fe3dcit_e,,
A_CHOLD,0.0,A_chol_c + A_nad_c --> A_betald_c + A_h_c + A_nadh_c,522.5086759,0.0
B_CHLt2pp_num2,0.0,B_chol_p + B_h_p --> B_chol_c + B_h_c,,
B_ASNtex_num1,0.0,B_asn__L_e --> B_asn__L_p,,
B_FALDtex_reverse_num2,0.0,B_fald_p --> B_fald_e,,
A_CSND,0.0,A_csn_c + A_h2o_c + A_h_c --> A_nh4_c + A_ura_c,53.72798405,0.0
A_G3PD2,0.0,A_glyc3p_c + A_nadp_c --> A_dhap_c + A_h_c + A_nadph_c,943.9112068,0.0
B_EX_acmum_e,0.0,B_acmum_e --> ,,
A_PPPGO3,2.23e-05,3.0 A_fum_c + A_pppg9_c --> A_ppp9_c + 3.0 A_succ_c,5.088027588,4.3828378707289355e-06
A_EX_ac_e,0.058218600000000106,A_ac_e --> ,,
A_APH180,0.0,A_h2o_c + A_ocdcap_c --> 2.0 A_h_c + A_ocdca_c + A_pi_c,1073.142589,0.0
B_ACOTA_num3,0.0,B_acorn_c + B_akg_c --> B_acg5sa_c + B_glu__L_c,205.5933085,0.0
A_GTHRDtex_reverse_num4,0.0,A_gthrd_p --> A_gthrd_e,,
B_XANt2pp_num3,0.0,B_h_p + B_xan_p --> B_h_c + B_xan_c,,
A_ALLtex_num2,0.0,A_all__D_e --> A_all__D_p,,
A_ALLTNtex_reverse_num4,0.0,A_alltn_p --> A_alltn_e,,
A_GLCRt2rpp_reverse_num1,0.0,A_glcr_c + A_h_c --> A_glcr_p + A_h_p,,
B_NOtex_num2,0.0,B_no_e --> B_no_p,,
A_SUCMALtpp_reverse_num2,0.0,A_mal__L_c + A_succ_p --> A_mal__L_p + A_succ_c,,
A_CH4tex,0.0,A_ch4_e --> A_ch4_p,,
A_MG2tex_num4,0.0,A_mg2_e --> A_mg2_p,,
B_MALTPTtexi,0.0,B_maltpt_e --> B_maltpt_p,,
B_G6PP_num2,0.0,B_g6p_c + B_h2o_c --> B_glc__D_c + B_pi_c,324.5588514,0.0
A_tre_e_con_1,0.0,A_tre_e --> tre_e,,
B_4PEPTtex_reverse_num3,0.0,B_LalaDgluMdapDala_p --> B_LalaDgluMdapDala_e,,
B_acnam_e_con_2,0.0,acnam_e --> B_acnam_e,,
A_GLYCAtex_num3,0.0,A_glyc__R_e --> A_glyc__R_p,,
A_etoh_e_con_1,0.0,A_etoh_e --> etoh_e,,
B_AMPTASEPG_num1,0.0,B_h2o_c + B_progly_c --> B_gly_c + B_pro__L_c,89.93035873,0.0
A_metsox_R__L_e_con_1,0.0,A_metsox_R__L_e --> metsox_R__L_e,,
B_PYAM5PO,0.0,B_h2o_c + B_o2_c + B_pyam5p_c --> B_h2o2_c + B_nh4_c + B_pydx5p_c,182.0472016,0.0
