,flux,formula,kcat_MW,enz_useUPBCe
B_ADEt2rpp_num1,0.0,B_ade_p + B_h_p --> B_ade_c + B_h_c,,
A_26DAHtex_reverse_num3,0.0,A_26dap__M_p --> A_26dap__M_e,,
A_g3pe_e_con_1,0.0,A_g3pe_e --> g3pe_e,,
B_tcynt_e_con_2_reverse,0.0,B_tcynt_e --> tcynt_e,,
A_4PEPTabcpp_num2,0.0,A_LalaDgluMdapDala_p + A_atp_c + A_h2o_c --> A_LalaDgluMdapDala_c + A_adp_c + A_h_c + A_pi_c,239.78898480000004,0.0
B_APH120,0.0,B_ddcap_c + B_h2o_c --> B_ddca_c + 2.0 B_h_c + B_pi_c,1224.582992,0.0
B_DCAtex_num3,1000.0,B_dca_e --> B_dca_p,,
B_PUNP5_num1,0.0,B_ins_c + B_pi_c --> B_hxan_c + B_r1p_c,104.8942355,0.0
B_H2O2tex_num1,0.0,B_h2o2_e --> B_h2o2_p,,
A_EX_alltn_e,0.0,A_alltn_e --> ,,
B_METSOXR1_num1,0.0,B_metsox_S__L_c + B_trdrd_c --> B_h2o_c + B_met__L_c + B_trdox_c,93.84212488,0.0
A_NTD11_num1,0.0,A_h2o_c + A_imp_c --> A_ins_c + A_pi_c,346.6770887,0.0
B_LPLIPAL1A181pp,0.0,B_1odec11eg3p_p + B_h2o_p --> B_glyc3p_p + B_h_p + B_ocdcea_p,166.7412555,0.0
A_MAN6Ptex_reverse_num1,0.0,A_man6p_p --> A_man6p_e,,
A_CYANtex_num2,1000.0,A_cyan_e --> A_cyan_p,,
B_MELIBtex_num4,0.0,B_melib_e --> B_melib_p,,
A_ALLTAMH2,0.0,A_alltt_c + A_h2o_c + 2.0 A_h_c --> A_co2_c + A_nh4_c + A_urdgci_c,2385.783241,0.0
A_ACGAL1Ptex_reverse_num4,1000.0,A_acgal1p_p --> A_acgal1p_e,,
B_EAR40x,0.035588,B_but2eACP_c + B_h_c + B_nadh_c --> B_butACP_c + B_nad_c,396.3841661,9e-05
A_acmana_e_con_1,0.0,A_acmana_e --> acmana_e,,
A_FALDtex_reverse_num2,0.0,A_fald_p --> A_fald_e,,
B_EX_3ump_e,0.0,B_3ump_e --> ,,
A_MELIBtex_reverse_num2,0.0,A_melib_p --> A_melib_e,,
B_MSO3tex_num1,1000.0,B_mso3_e --> B_mso3_p,,
A_HCINNMtex_num2,0.0,A_3hcinnm_e --> A_3hcinnm_p,,
B_DGSNtex_num3,1000.0,B_dgsn_e --> B_dgsn_p,,
B_GLYCAtex_reverse_num4,0.0,B_glyc__R_p --> B_glyc__R_e,,
B_TMAOtex_num3,1000.0,B_tmao_e --> B_tmao_p,,
B_ARGtex_reverse_num1,0.0,B_arg__L_p --> B_arg__L_e,,
B_TREtex_num3,0.0,B_tre_e --> B_tre_p,,
B_NTP3_num2,0.0,B_gtp_c + B_h2o_c --> B_gdp_c + B_h_c + B_pi_c,678.0168053,0.0
B_PGPP161_num1,0.0,B_h2o_c + B_pgp161_c --> B_pg161_c + B_pi_c,491.6904772,0.0
A_MICITDr,0.0,A_2mcacn_c + A_h2o_c --> A_micit_c,132.2799727,0.0
A_ocdca_e_con_1,0.0,A_ocdca_e --> ocdca_e,,
A_H2tex_num3,0.0,A_h2_e --> A_h2_p,,
A_FACOAL160t2pp_num2,0.0,A_atp_c + A_coa_c + A_h_p + A_hdca_p --> A_amp_c + A_h_c + A_pmtcoa_c + A_ppi_c,166.3217541,0.0
A_LYStex_reverse_num4,0.0,A_lys__L_p --> A_lys__L_e,,
B_LALALGLUtex_reverse_num2,0.0,B_LalaLglu_p --> B_LalaLglu_e,,
A_METtex_reverse_num4,0.0,A_met__L_p --> A_met__L_e,,
B_GK1,0.024322800000000012,B_atp_c + B_gmp_c --> B_adp_c + B_gdp_c,3204.381016,8e-06
B_3HPPtex_reverse_num4,0.0,B_3hpp_p --> B_3hpp_e,,
B_FUMtex_num1,1000.0,B_fum_e --> B_fum_p,,
B_URATEtex_reverse_num2,0.0,B_urate_p --> B_urate_e,,
B_RNDR2b_num4,0.0,B_gdp_c + B_grxrd_c --> B_dgdp_c + B_grxox_c + B_h2o_c,114.1442976,0.0
A_EX_maltpt_e,0.0,A_maltpt_e --> ,,
B_anhgm_e_con_2_reverse,0.0,B_anhgm_e --> anhgm_e,,
B_acgal_e_con_2,0.0,acgal_e --> B_acgal_e,,
B_RBP4E_reverse_num1,0.0,B_xu5p__D_c --> B_ru5p__L_c,876.4151695,0.0
A_TARTRDtex_num3,0.0,A_tartr__D_e --> A_tartr__D_p,,
B_D_LACtex_reverse_num4,0.0,B_lac__D_p --> B_lac__D_e,,
B_G3PAT120,0.0,B_ddcaACP_c + B_glyc3p_c --> B_1ddecg3p_c + B_ACP_c,98.84379399,0.0
A_Kt3pp_num3,0.0,A_h_p + A_k_c --> A_h_c + A_k_p,,
B_orn_e_con_2,0.0,orn_e --> B_orn_e,,
A_CRNDt2rpp,1000.0,A_crn__D_p + A_h_p --> A_crn__D_c + A_h_c,,
A_12PPDRtex_num1,1000.0,A_12ppd__R_e --> A_12ppd__R_p,,
B_DHACOAH_reverse,0.0,B_3hadpcoa_c --> B_23dhacoa_c + B_h2o_c,445.43920089999995,0.0
B_EX_23ccmp_e,0.0,B_23ccmp_e --> ,,
B_PNTOtex_reverse_num3,1000.0,B_pnto__R_p --> B_pnto__R_e,,
A_EPMEACPR,2e-07,A_epmeACP_c + A_h_c + A_nadph_c --> A_nadp_c + A_pmeACP_c,0.0009689939999999999,0.000206
B_co2_e_con_2,801.9114999329224,co2_e --> B_co2_e,,
A_EX_malt_e,0.0,A_malt_e --> ,,
B_PG120abcpp,0.0,B_atp_c + B_h2o_c + B_pg120_c --> B_adp_c + B_h_c + B_pg120_p + B_pi_c,,
A_PYRtex_reverse_num4,0.0,A_pyr_p --> A_pyr_e,,
A_ALLK,0.0,A_all__D_c + A_atp_c --> A_adp_c + A_all6p_c + A_h_c,686.2284011,0.0
B_MALS_num1,0.0,B_accoa_c + B_glx_c + B_h2o_c --> B_coa_c + B_h_c + B_mal__L_c,1401.494876,0.0
A_ALAALAtex_reverse_num1,1000.0,A_alaala_p --> A_alaala_e,,
A_HOMtex_num1,0.0,A_hom__L_e --> A_hom__L_p,,
A_urate_e_con_1,0.0,A_urate_e --> urate_e,,
B_dtmp_e_con_2_reverse,0.0,B_dtmp_e --> dtmp_e,,
A_URATEtpp,0.0,A_h_p + A_urate_p --> A_h_c + A_urate_c,,
B_CLPNH160pp,0.0,B_clpn160_p + B_h2o_p --> B_h_p + B_pa160_p + B_pg160_p,,
B_EX_sulfac_e,0.0,B_sulfac_e --> ,,
B_NTD9pp_num3,0.0,B_gmp_p + B_h2o_p --> B_gsn_p + B_pi_p,181.73314,0.0
B_TAURtex_num1,0.0,B_taur_e --> B_taur_p,,
B_MDDEP1pp_num1,0.0,B_h2o_p + B_murein4px4p_p --> B_murein4p4p_p,1426.8310689999998,0.0
B_ACGAptspp_num1,0.0,B_acgam_p + B_pep_c --> B_acgam6p_c + B_pyr_c,,
A_CS1tex_reverse_num3,1000.0,A_cs1_p --> A_cs1_e,,
A_EX_dgsn_e,0.0,A_dgsn_e --> ,,
B_DKGLCNR1_num1,0.0,B_25dkglcn_c + B_h_c + B_nadph_c --> B_2dhguln_c + B_nadp_c,323.3061338,0.0
A_TSULtex_reverse_num2,1000.0,A_tsul_p --> A_tsul_e,,
A_FUSAtex_num4,0.0,A_fusa_e --> A_fusa_p,,
A_EX_galct__D_e,0.0,A_galct__D_e --> ,,
B_ACHBS_num2,0.0,B_2obut_c + B_h_c + B_pyr_c --> B_2ahbut_c + B_co2_c,414.1795971,0.0
B_TARTRtex_reverse_num1,1000.0,B_tartr__L_p --> B_tartr__L_e,,
A_Ftex_reverse_num2,1000.0,A_f_e --> A_f_p,,
B_ACGAM1PPpp,0.0,B_acgam1p_p + B_h2o_p --> B_acgam_p + B_pi_p,,
A_PYDAMtpp,0.0,A_pydam_p --> A_pydam_c,,
A_isetac_e_con_1,0.0,A_isetac_e --> isetac_e,,
A_NTD8_num2,0.0,A_dgmp_c + A_h2o_c --> A_dgsn_c + A_pi_c,369.4883416,0.0
A_CDAPPA181,0.0,A_cdpdodec11eg_c + A_h2o_c --> A_cmp_c + 2.0 A_h_c + A_pa181_c,1136.438806,0.0
B_progly_e_con_2,0.0,progly_e --> B_progly_e,,
A_GALURtex_reverse_num4,0.0,A_galur_p --> A_galur_e,,
B_LPLIPAL2A141,0.0,B_2tdec7eg3p_c + B_h2o_c --> B_glyc3p_c + 2.0 B_h_c + B_ttdcea_c,238.59630049999998,0.0
A_GAPD,2.701583980306187,A_g3p_c + A_nad_c + A_pi_c --> A_13dpg_c + A_h_c + A_nadh_c,25303.5953,0.000107
A_SUCBZS,0.0,A_2shchc_c --> A_h2o_c + A_sucbz_c,719.8544001,0.0
B_HACD2_num2,0.0,B_3ohcoa_c + B_h_c + B_nadh_c --> B_3hhcoa_c + B_nad_c,506.4749954,0.0
A_3OAS80_num1,0.035587999999999995,A_h_c + A_hexACP_c + A_malACP_c --> A_3ooctACP_c + A_ACP_c + A_co2_c,109.12153390000002,0.000326
A_DM_oxam_c,0.0,A_oxam_c --> ,,
B_CYNTtex_num1,0.0,B_cynt_e --> B_cynt_p,,
B_HCYSMT2,0.0,B_hcys__L_c + B_mmet_c --> B_h_c + 2.0 B_met__L_c,287.3346542,0.0
A_SFGTHi_num2,0.0,A_Sfglutth_c + A_h2o_c --> A_for_c + A_gthrd_c + A_h_c,2091.920234,0.0
B_PGPP181_num2,0.0,B_h2o_c + B_pgp181_c --> B_pg181_c + B_pi_c,887.5214202,0.0
B_RIBabcpp_num3,0.0,B_atp_c + B_h2o_c + B_rib__D_p --> B_adp_c + B_h_c + B_pi_c + B_rib__D_c,,
A_LIPAabctex,0.0,A_atp_c + A_h2o_c + A_lipa_p --> A_adp_c + A_h_c + A_lipa_e + A_pi_c,,
A_TPI,1.3683413468454546,A_dhap_c --> A_g3p_c,4805.018575,0.000285
A_CYTBO3_4pp,8.343922614976378,4.0 A_h_c + 0.5 A_o2_c + A_q8h2_c --> A_h2o_c + 4.0 A_h_p + A_q8_c,14260.63689,0.000585
B_GLNabcpp,0.0,B_atp_c + B_gln__L_p + B_h2o_c --> B_adp_c + B_gln__L_c + B_h_c + B_pi_c,,
B_12DGR160tipp,0.0,B_12dgr160_p --> B_12dgr160_c,,
B_DHAtex_reverse_num1,0.0,B_dha_p --> B_dha_e,,
B_UPLA4FNT,0.0,B_udcpp_c + B_udpLa4fn_c --> B_uLa4fn_c + B_udp_c,891.1724582999999,0.0
B_OMPDC,0.03307950000000001,B_h_c + B_orot5p_c --> B_co2_c + B_ump_c,1639.4531359999999,2e-05
A_ZN2t3pp_num1,0.0,A_h_p + A_zn2_c --> A_h_c + A_zn2_p,,
B_LALALGLUtex_num2,0.0,B_LalaLglu_e --> B_LalaLglu_p,,
B_LALGP,0.0,B_LalaLglu_c + B_h2o_c --> B_ala__L_c + B_glu__L_c,2182.930525,0.0
A_EX_ethso3_e,0.0,A_ethso3_e --> ,,
A_MLDCP3App_num1,0.0,A_h2o_p + A_murein5px3p_p --> A_alaala_p + A_murein3px3p_p,317.9469797,0.0
A_TYRtex_reverse_num2,0.0,A_tyr__L_p --> A_tyr__L_e,,
B_NTD7_num3,0.0,B_amp_c + B_h2o_c --> B_adn_c + B_pi_c,479.7155002,0.0
A_GLCNt2rpp_reverse_num1,0.0,A_glcn_c + A_h_c --> A_glcn_p + A_h_p,,
A_EX_agm_e,0.0,A_agm_e --> ,,
A_FECRMUtex,0.0,A_fecrm_un_p + A_h_p --> A_fecrm_un_e + A_h_c,,
B_4ABZGLUtr_reverse,0.0,B_4abzglu_c + B_h_c --> B_4abzglu_p + B_h_p,,
A_GNK_num2,0.0,A_atp_c + A_glcn_c --> A_6pgc_c + A_adp_c + A_h_c,1273.803729,0.0
B_HMPK1_num2,0.0,B_4ahmmp_c + B_atp_c --> B_4ampm_c + B_adp_c + B_h_c,258.1702965,0.0
A_23DAPPAtex_reverse_num2,0.0,A_23dappa_p --> A_23dappa_e,,
A_DSBDR_num1,0.0,A_dsbdox_c + A_trdrd_c --> A_dsbdrd_c + A_trdox_c,480.94368899999995,0.0
B_udpacgal_e_con_2,0.0,udpacgal_e --> B_udpacgal_e,,
B_FRUtex_num3,0.0,B_fru_e --> B_fru_p,,
A_CMPtex_reverse_num1,1000.0,A_cmp_p --> A_cmp_e,,
B_tyrp_e_con_2_reverse,0.0,B_tyrp_e --> tyrp_e,,
B_UACGAMtex_num2,0.0,B_uacgam_e --> B_uacgam_p,,
A_FCI,0.0,A_fuc__L_c --> A_fcl__L_c,98.6488384,0.0
B_ACONTb_reverse_num2,0.0,B_icit_c --> B_acon_C_c + B_h2o_c,300.0478988,0.0
B_SO4tex_num1,1000.0,B_so4_e --> B_so4_p,,
B_ACMANAtex_num2,1000.0,B_acmana_e --> B_acmana_p,,
B_CLPNH140pp,0.0,B_clpn140_p + B_h2o_p --> B_h_p + B_pa140_p + B_pg140_p,,
B_R5PP_num3,0.0,B_h2o_c + B_r5p_c --> B_pi_c + B_rib__D_c,324.9073298,0.0
B_GLYCAtex_reverse_num2,0.0,B_glyc__R_p --> B_glyc__R_e,,
A_DHNPA2r_reverse,0.0,A_6hmhpt_c + A_gcald_c --> A_dhnpt_c,101.71210190000001,0.0
A_GLCptspp_num1,1.5715708601118439,A_glc__D_p + A_pep_c --> A_g6p_c + A_pyr_c,,
B_ILEtex_num2,0.0,B_ile__L_e --> B_ile__L_p,,
B_H2SO,0.0,B_h2s_c + 2.0 B_o2_c --> 2.0 B_h_c + B_so4_c,,
B_EX_lipoate_e,0.0,B_lipoate_e --> ,,
B_MLTGY2pp_num7,0.0,B_murein4p3p_p --> B_anhgm3p_p + B_anhgm4p_p,1237.609779,0.0
A_UDPGALtex_reverse_num2,1000.0,A_udpgal_p --> A_udpgal_e,,
B_DMSOtpp_reverse,0.0,B_dmso_c --> B_dmso_p,,
B_THRS,0.0544216,B_h2o_c + B_phom_c --> B_pi_c + B_thr__L_c,305.64293260000005,0.000178
A_DDGLK,0.0,A_2ddglcn_c + A_atp_c --> A_2ddg6p_c + A_adp_c + A_h_c,5052.096751,0.0
B_ttdcea_e_con_2,0.0,ttdcea_e --> B_ttdcea_e,,
A_PPPNtex_reverse_num1,1000.0,A_pppn_p --> A_pppn_e,,
A_DIMPtex_num3,0.0,A_dimp_e --> A_dimp_p,,
B_TSULabcpp_num1,0.0,B_atp_c + B_h2o_c + B_tsul_p --> B_adp_c + B_h_c + B_pi_c + B_tsul_c,,
B_cl_e_con_2,1000.0,cl_e --> B_cl_e,,
A_GRTT,2.7799999999999266e-05,A_grdp_c + A_ipdp_c --> A_frdp_c + A_ppi_c,13.433002900000002,2e-06
B_G1PP_num3,0.0,B_g1p_c + B_h2o_c --> B_glc__D_c + B_pi_c,333.82547489999996,0.0
A_RMPA_reverse,0.0,A_dhap_c + A_lald__L_c --> A_rml1p_c,,
B_NTD2pp_num1,0.0,B_h2o_p + B_ump_p --> B_pi_p + B_uri_p,472.555926,0.0
A_PROGLYtex_num1,0.0,A_progly_e --> A_progly_p,,
A_G2PPpp_num1,0.0,A_glyc2p_p + A_h2o_p --> A_glyc_p + A_pi_p,252.36740189999998,0.0
B_EX_lys__L_e,0.0,B_lys__L_e --> ,,
B_PAPA140,0.0,B_h2o_c + B_pa140_c --> B_12dgr140_c + B_pi_c,1137.307986,0.0
A_INSt2pp_num1,0.0,A_h_p + A_ins_p --> A_h_c + A_ins_c,,
B_EX_arbtn_e,0.0,B_arbtn_e --> ,,
B_MDDEP1pp_num3,0.0,B_h2o_p + B_murein4px4p_p --> B_murein4p4p_p,498.0710034,0.0
A_UAPGR,0.0027788,A_h_c + A_nadph_c + A_uaccg_c --> A_nadp_c + A_uamr_c,4089.720219,1e-06
B_I2FE2SS2,0.0,B_fadh2_c + 2.0 B_fe2_c + 2.0 B_iscssh_c + B_iscu_2fe2s_c --> B_fad_c + 6.0 B_h_c + 2.0 B_iscs_c + B_iscu_2fe2s2_c,91.29699756,0.0
B_GLYtex_reverse_num1,1000.0,B_gly_p --> B_gly_e,,
A_ALPATG160pp,0.0,A_alpp_p + A_pg160_p --> A_2agpg160_p + A_lpp_p,340.32006160000003,0.0
A_UDPACGALtex_num2,1000.0,A_udpacgal_e --> A_udpacgal_p,,
A_PA120abcpp,0.0,A_atp_c + A_h2o_c + A_pa120_c --> A_adp_c + A_h_c + A_pa120_p + A_pi_c,,
A_glcn_e_con_1,0.0,A_glcn_e --> glcn_e,,
B_DAPtex_num3,0.0,B_15dap_e --> B_15dap_p,,
A_2DGLCtex_reverse_num3,0.0,A_2dglc_p --> A_2dglc_e,,
B_CYTK2_reverse,0.0,B_adp_c + B_dcdp_c --> B_atp_c + B_dcmp_c,440.3842978999999,0.0
A_PUNP2,0.0,A_dad_2_c + A_pi_c --> A_2dr1p_c + A_ade_c,105.2102746,0.0
B_XYLI2,0.0,B_glc__D_c --> B_fru_c,186.79447290000002,0.0
A_LPLIPAL2E140,0.0,A_2agpe140_c + A_h2o_c --> A_g3pe_c + A_h_c + A_ttdca_c,238.59724530000003,0.0
B_SDPTA_reverse_num2,1000.0,B_glu__L_c + B_sl2a6o_c --> B_akg_c + B_sl26da_c,,
B_DDPGALA,0.0,B_2dh3dgal6p_c --> B_g3p_c + B_pyr_c,1207.152884,0.0
B_FACOAL140t2pp_num1,0.0,B_atp_c + B_coa_c + B_h_p + B_ttdca_p --> B_amp_c + B_h_c + B_ppi_c + B_tdcoa_c,253.28305519999998,0.0
B_AKGtex_reverse_num2,1000.0,B_akg_p --> B_akg_e,,
A_ACONTa_num1,1.3417027770046406,A_cit_c --> A_acon_C_c + A_h2o_c,416.4902482,0.003221
B_GLYtpp,0.0,B_gly_c --> B_gly_p,,
A_PG141abcpp,0.0,A_atp_c + A_h2o_c + A_pg141_c --> A_adp_c + A_h_c + A_pg141_p + A_pi_c,,
B_DAGK180,0.0,B_12dgr180_c + B_atp_c --> B_adp_c + B_h_c + B_pa180_c,234.0655426,0.0
A_CRNtex_num3,0.0,A_crn_e --> A_crn_p,,
B_DXYLTD_num2,0.0,B_dxylnt_c --> B_2ddara_c + B_h2o_c,1101.70755,0.0
B_COLIPAabctex,0.0,B_atp_c + B_colipa_p + B_h2o_c --> B_adp_c + B_colipa_e + B_h_c + B_pi_c,,
A_ACGAL1Ptex_num2,0.0,A_acgal1p_e --> A_acgal1p_p,,
B_ARAI,0.0,B_arab__L_c --> B_rbl__L_c,138.3825244,0.0
A_GLYC2Ptex_reverse_num1,0.0,A_glyc2p_p --> A_glyc2p_e,,
A_MDDEP2pp_num7,0.0,A_h2o_p + A_murein3px4p_p --> A_murein4p3p_p,4646.918739,0.0
A_TYRt2rpp_num2,1000.0,A_h_p + A_tyr__L_p --> A_h_c + A_tyr__L_c,,
A_GAL1Ptex_reverse_num4,0.0,A_gal1p_p --> A_gal1p_e,,
B_PGSA160,0.0,B_cdpdhdecg_c + B_glyc3p_c --> B_cmp_c + B_h_c + B_pgp160_c,510.02419879999997,0.0
A_ALDD3y_num1,0.0,A_h2o_c + A_nadp_c + A_ppal_c --> 2.0 A_h_c + A_nadph_c + A_ppa_c,650.7342980000001,0.0
A_TMAOR1pp_num1,0.0,A_h_p + A_mql8_c + A_tmao_p --> A_h2o_p + A_mqn8_c + A_tma_p,190.96525219999998,0.0
B_CSNtex_num1,0.0,B_csn_e --> B_csn_p,,
A_btn_e_con_1,0.0,A_btn_e --> btn_e,,
A_pyr_e_con_1,0.0,A_pyr_e --> pyr_e,,
A_GLYCK2,0.0,A_atp_c + A_glyc__R_c --> A_2pg_c + A_adp_c + A_h_c,1578.989018,0.0
B_EX_ura_e,0.0,B_ura_e --> ,,
A_ACACT7r_reverse_num2,0.0,A_3ohdcoa_c + A_coa_c --> A_accoa_c + A_tdcoa_c,326.0245626,0.0
A_PTRCtex_reverse_num2,1000.0,A_ptrc_p --> A_ptrc_e,,
A_DAPE,0.0370949,A_26dap_LL_c --> A_26dap__M_c,5005.20548,7e-06
A_PPAtex_num2,1000.0,A_ppa_e --> A_ppa_p,,
B_NTP3_num6,0.0,B_gtp_c + B_h2o_c --> B_gdp_c + B_h_c + B_pi_c,689.1070584,0.0
A_PFL_num1,0.0,A_coa_c + A_pyr_c --> A_accoa_c + A_for_c,559.7241762,0.0
A_METt3pp_num2,0.0,A_h_p + A_met__L_c --> A_h_c + A_met__L_p,,
B_Kt2pp_num1,0.019519300000000003,B_h_p + B_k_p --> B_h_c + B_k_c,,
A_ACtex_reverse_num3,1000.0,A_ac_p --> A_ac_e,,
B_TYMtex_reverse_num2,0.0,B_tym_p --> B_tym_e,,
A_FRULYStex_reverse_num1,1000.0,A_frulys_p --> A_frulys_e,,
B_PGPP161pp_num1,0.0,B_h2o_p + B_pgp161_p --> B_pg161_p + B_pi_p,489.6776437,0.0
B_LALADGLUtex_reverse_num4,1000.0,B_LalaDglu_p --> B_LalaDglu_e,,
B_GALCTNtex_reverse_num1,0.0,B_galctn__D_p --> B_galctn__D_e,,
A_DCYTt2pp_num1,0.0,A_dcyt_p + A_h_p --> A_dcyt_c + A_h_c,,
B_CLPNS141pp_num2,0.0,2.0 B_pg141_p --> B_clpn141_p + B_glyc_p,677.9908703,0.0
B_LPLIPAL2G180,0.0,B_2agpg180_c + B_h2o_c --> B_g3pg_c + B_h_c + B_ocdca_c,259.017197,0.0
A_PACALDtex_num3,0.0,A_pacald_e --> A_pacald_p,,
A_MEOHtex_num4,0.0,A_meoh_e --> A_meoh_p,,
A_CLBtex_num3,1000.0,A_cellb_e --> A_cellb_p,,
A_E4PP_num4,0.0,A_e4p_c + A_h2o_c --> A_erthrs_c + A_pi_c,1134.1521539999999,0.0
B_GALCTtex_reverse_num2,0.0,B_galct__D_p --> B_galct__D_e,,
A_GDPMNH,0.0,A_gdpmann_c + A_h2o_c --> A_gdp_c + A_h_c + A_man_c,3046.709932,0.0
A_tyrp_e_con_1,0.0,A_tyrp_e --> tyrp_e,,
A_EX_mn2_e,0.0,A_mn2_e --> ,,
A_URACPAH,0.0,A_h2o_c + A_uracp_c --> A_cbm_c + A_h_c + A_poaac_c,928.2418236999999,0.0
A_UREAtex_num4,1000.0,A_urea_e --> A_urea_p,,
A_MAN6Ptex_reverse_num4,1000.0,A_man6p_p --> A_man6p_e,,
A_EX_dcyt_e,0.0,A_dcyt_e --> ,,
B_MLDCP2Bpp_num4,0.0,B_h2o_p + B_murein4p3p_p --> B_ala__D_p + B_murein3p3p_p,2078.2629920000004,0.0
B_AGM3PH,0.0,B_anhgm3p_c + B_h2o_c --> B_acgam_c + B_anhm3p_c,264.7835238,0.0
B_nmn_e_con_2_reverse,0.0,B_nmn_e --> nmn_e,,
B_acmana_e_con_2,0.0,acmana_e --> B_acmana_e,,
A_EX_etoh_e,0.0,A_etoh_e --> ,,
B_EX_mal__L_e,0.0,B_mal__L_e --> ,,
A_RZ5PP,0.0,A_5prdmbz_c + A_h2o_c --> A_pi_c + A_rdmbzi_c,609.5272274,0.0
A_DCMPtex_reverse_num3,0.0,A_dcmp_p --> A_dcmp_e,,
A_NADH9_num4,0.0,A_2dmmq8_c + A_h_c + A_nadh_c --> A_2dmmql8_c + A_nad_c,252.5926039,0.0
B_XMPtex_reverse_num2,0.0,B_xmp_p --> B_xmp_e,,
A_EX_enlipa_e,0.0,A_enlipa_e --> ,,
B_CYTDK1,0.0,B_atp_c + B_cytd_c --> B_adp_c + B_cmp_c + B_h_c,409.8637997,0.0
B_NDPK3_reverse_num2,0.0,B_adp_c + B_ctp_c --> B_atp_c + B_cdp_c,995.3476978,0.0
B_LPLIPAL2ATE180,0.0,B_2agpe180_c + B_pg180_c --> B_apg180_c + B_g3pe_c,249.5389088,0.0
A_5DGLCNtex_reverse_num3,0.0,A_5dglcn_p --> A_5dglcn_e,,
B_EX_ppal_e,0.0,B_ppal_e --> ,,
A_ACOTA_num4,0.0,A_acorn_c + A_akg_c --> A_acg5sa_c + A_glu__L_c,,
B_quin_e_con_2_reverse,0.0,B_quin_e --> quin_e,,
B_MANtex_reverse_num3,0.0,B_man_p --> B_man_e,,
A_PTRCORNt7pp_reverse,0.0,A_orn_p + A_ptrc_c --> A_orn_c + A_ptrc_p,,
B_5MTRtex_reverse_num1,0.0,B_5mtr_p --> B_5mtr_e,,
B_NTD7pp_num3,0.0,B_amp_p + B_h2o_p --> B_adn_p + B_pi_p,164.6822431,0.0
B_3HAD100_num2,0.0,B_3hdecACP_c --> B_h2o_c + B_tdec2eACP_c,91.00039939,0.0
A_UDPGALtex_reverse_num4,0.0,A_udpgal_p --> A_udpgal_e,,
B_H2Stex_reverse_num2,0.0,B_h2s_p --> B_h2s_e,,
B_O2tex_reverse_num1,0.0,B_o2_p --> B_o2_e,,
A_LYStex_num4,0.0,A_lys__L_e --> A_lys__L_p,,
B_PSD141,0.0,B_h_c + B_ps141_c --> B_co2_c + B_pe141_c,735.8140678999999,0.0
B_GLNtex_reverse_num1,1000.0,B_gln__L_p --> B_gln__L_e,,
B_csn_e_con_2,0.0,csn_e --> B_csn_e,,
B_FA120ACPHi,0.0,B_ddcaACP_c + B_h2o_c --> B_ACP_c + B_ddca_c + B_h_c,770.1781217,0.0
B_PG140abcpp,0.0,B_atp_c + B_h2o_c + B_pg140_c --> B_adp_c + B_h_c + B_pg140_p + B_pi_c,,
B_DALAt2pp,0.0013894,B_ala__D_p + B_h_p --> B_ala__D_c + B_h_c,,
B_XYLtex_reverse_num3,1000.0,B_xyl__D_p --> B_xyl__D_e,,
A_THIORDXi_num2,0.0,A_h2o2_c + A_trdrd_c --> 2.0 A_h2o_c + A_trdox_c,732.1252463999999,0.0
B_H2Otpp_reverse_num1,1000.0,B_h2o_c --> B_h2o_p,,
B_G6PDH2r,0.807688379869892,B_g6p_c + B_nadp_c --> B_6pgl_c + B_h_c + B_nadph_c,10017.16202,8.1e-05
A_OP4ENH,0.0,A_h2o_c + A_op4en_c --> A_4h2opntn_c,181.19275190000002,0.0
B_3OAR40,0.035588,B_actACP_c + B_h_c + B_nadph_c --> B_3haACP_c + B_nadp_c,116.0676692,0.000307
A_ASNN_num1,0.0,A_asn__L_c + A_h2o_c --> A_asp__L_c + A_nh4_c,82.7216201,0.0
A_ECOAH2_num1,0.0,A_3hhcoa_c --> A_h2o_c + A_hx2coa_c,629.2867327,0.0
B_SO3tex_num1,0.0,B_so3_e --> B_so3_p,,
B_GALBDtex_reverse_num1,0.0,B_gal_bD_p --> B_gal_bD_e,,
A_HISt2rpp_reverse,0.0,A_h_c + A_his__L_c --> A_h_p + A_his__L_p,,
A_S4FE4SR,0.0,A_fadh2_c + 2.0 A_h_c + A_sufbcd_2fe2s2_c --> A_fad_c + A_sufbcd_4fe4s_c,478.0835669,0.0
B_IPMD_num2,0.045053100000000006,B_3c2hmp_c + B_nad_c --> B_3c4mop_c + B_h_c + B_nadh_c,437.5553455,0.000103
A_GLCURt2rpp_num1,0.0,A_glcur_p + A_h_p --> A_glcur_c + A_h_c,,
B_THMDt2pp_copy1_num1,0.0,B_h_p + B_thymd_p --> B_h_c + B_thymd_c,,
B_CD2tex_reverse_num2,0.0,B_cd2_p --> B_cd2_e,,
A_TRPt2rpp_num1,0.0,A_h_p + A_trp__L_p --> A_h_c + A_trp__L_c,,
B_RNDR3b_num3,0.0,B_cdp_c + B_grxrd_c --> B_dcdp_c + B_grxox_c + B_h2o_c,80.71911586,0.0
A_3OAR161,0.015042800000000002,A_3ocpalm9eACP_c + A_h_c + A_nadph_c --> A_3hcpalm9eACP_c + A_nadp_c,90.96192064,0.000165
B_LACZpp,0.0,B_h2o_p + B_lcts_p --> B_gal_p + B_glc__D_p,257.0600597,0.0
